"tech_id","tech_name","category","vendor","era","lifecycle_at_study","lifecycle_current","notes","source_studies"
"primos","PRIMOS","platform","Prime Computer","1972-1992","growing","legacy-end-of-life","Prime’s proprietary operating system; bundled with Prime hardware and INFORMATION database; customers discovered they had bought into the PRIMOS ecosystem after purchasing a business solution.","prime-industry-product-5-year-plan-1981-0a3546; volume-1-ch04-prime-computer-1979-1981"
"prime-information","Prime INFORMATION","platform","Prime Computer","1979-1988","growing","legacy-end-of-life","Database and application development environment based on the Pick operating system; used multi-value dynamic arrays instead of relational tables; strong for commercial apps but created proprietary lock-in; sold as 4GL-like environment.","volume-1-ch04-prime-computer-1979-1981"
"pick-os","Pick Operating System","platform","Pick Systems","1965-1995","growing","legacy-end-of-life","Architecture underlying Prime INFORMATION; developed in the 1960s for inventory/distribution; organized data into multi-value dynamic array fields; strong for commercial apps but non-standard and non-relational.","volume-1-ch04-prime-computer-1979-1981"
"office-automation-systems","Office Automation","application","Prime Computer (Prime Office)","1980-1985","emerging","legacy-end-of-life","Prime Office was the company’s thrust into office automation; Schlegel led the launch; a system running on a Prime 750 was installed at the White House as the first office automation system at federal executive level.","charles-t-casale-influence-cdfb3f; volume-1-ch04-prime-computer-1979-1981"
"promis","PROMIS (Prosecutor’s Management Information System)","application","INSLAW Inc.","1973-1991","growing","legacy-end-of-life","Case-management system developed by INSLAW under a federal LEAA grant; tracked defendants, charges, hearings, evidence; Prime won hardware contracts for 20+ systems; later subject of DOJ theft allegations and congressional investigations.","volume-1-ch04-prime-computer-1979-1981"
"relational-database","Relational Database","platform","various","1980-present","emerging","active","Identified by Kastner as the architectural force that eventually made Prime INFORMATION’s non-relational, proprietary model a strategic liability; lock-in became a prison when relational databases grew through the mid-1980s.","aberdeen-open-oltp-enterprise-managers-k-3fc536; ncr-norge-open-oltp-rdbms-seminar-1992-0-7f5414; volume-1-ch04-prime-computer-1979-1981; volume-1-epilogue-argument-with-reality"
"vax","DEC VAX","platform","Digital Equipment Corporation","1977-1999","growing","legacy-end-of-life","Prime’s primary competitive reference; Prime positioned its INFORMATION/PRIMOS stack against the VAX ecosystem on faster application cycles and tighter integration.","2026-kastner-core-arguments-framework-0b0c6b; dec-mgmt-memo-v7n5-state-of-company-1988-6a9954; volume-1-ch04-prime-computer-1979-1981"
"x86-architecture","x86 Architecture","platform","Intel","1978-present","emerging","active","Kastner identifies standardized x86 architecture combined with open operating systems as the economic force that ultimately overwhelmed all proprietary minicomputer platforms including Prime.","supreme-court-orders-intel-documents-rel-e6e110; technology-news-hardware-amd-beats-apple-5399ec; technology-news-hardware-amd-s-opteron-a-ecf5a9; technology-news-hardware-ibm-opens-custo-7fdf18; technology-news-hardware-intel-updates-i-a018d7; volume-1-ch04-prime-computer-1979-1981; volume-1-ch07-founding-aberdeen-1988-1997"
"unix","Unix","platform","AT&T / various","1969-present","emerging","active","Open operating system that, combined with x86 economics, rendered Prime’s minicomputer architecture economically irrelevant by the late 1980s; specifically cited by Kastner: ‘Intel-based server running Unix’.","1997-unix-and-nt-application-servers-and-workstations-1-29257b; 1998-nt-professional-services-buying-guide-1998-edition-14e452; 1999pr~1-c5516b; 2000-is-windows-nt-windows-2000-enterprise-ready-91f2cb; 2026-kastner-core-arguments-framework-0b0c6b; aberdeen-press-advisory-kastner-appointm-efd58c; bbn1989-1e6838; dec-mgmt-memo-v7n5-state-of-company-1988-6a9954; encore-b7c40d; hp-analyst-phone-call-6-204870; inforx95-3-9a45fe; jungle-1-5-675c58; jungle-6-7af8b7; linuxcare-profile-1999; netcompute-e6c378; nti-11-distributed-midrange-servers-1993-dedd19; nti-12-client-server-goals-1993-15a519; nti-2-open-systems-1dd3af; nti-3-pc-and-ws-1993-17d49b; nti-4-nextgen-os-timing-1993-a45049; ntscaling-07177f; psk-bio97-475934; psk-litigate98-72601c; retail~1-d5de79; software-market-safegu~1-ea7453; volume-1-ch04-prime-computer-1979-1981; volume-1-ch07-founding-aberdeen-1988-1997; volume-1-ch10-the-long-view-1966-2026; volume-1-epilogue-argument-with-reality"
"prime-32bit-minicomputer","Prime 32-bit Minicomputer","platform","Prime Computer","1979-1989","growing","legacy-end-of-life","General category for Prime’s 32-bit minicomputer family; competed against DEC, Data General, and HP in analyst comparisons.","charles-t-casale-influence-cdfb3f; volume-1-ch04-prime-computer-1979-1981"
"cad-cam","CAD/CAM","application","various","1975-present","emerging","active","CAD/CAM applications at Prime customers like Ford classified as technical/scientific, removing them from Kastner’s commercial territory.","15-classification-key-applications-55b6be; maxtor-ramp-interview-guide-first-draft-c68ebd; timex-ramp-interview-for-maxtor-project-8c1b71; volume-1-ch04-prime-computer-1979-1981"
"fault-tolerant-architecture","Lockstep Fault-Tolerant Architecture","platform","Stratus Computer","1981-1987","emerging","active","Four microprocessors arranged in two pairs with hardware comparator; failure handled without software awareness or lost clock cycles.","adl-public-safety-911-cad-systems-1973-1979-b8a001; boston-globe-stratus-xa2000-launch-1987--218ffd; stratus-tp-1-internal-benchmark-guide-19-9b51bf; volume-1-ch05-stratus-fault-tolerant-wars-1981-1987"
"nonstop-architecture","NonStop Architecture (Tandem)","platform","Tandem Computers","1976-1997","growing","legacy-supported","Software-based fault tolerance using processor pairs and application-level checkpointing; required specialized programmer effort.","businessweek-stratus-launch-fail-safe-ba-82c028; volume-1-ch05-stratus-fault-tolerant-wars-1981-1987"
"stratus-ft200","Stratus FT200","platform","Stratus Computer","1981-1987","growing","legacy-end-of-life","First Stratus product; announced December 1981; rebranded by IBM as the IBM System/88 under OEM agreement.","stratus-internal-benchmark-tuning-guide--c53e3f; volume-1-ch05-stratus-fault-tolerant-wars-1981-1987"
"ibm-stratus-oem","IBM-Stratus OEM Agreement","platform","IBM / Stratus Computer","1986-1990","growing","legacy-end-of-life","OEM deal in which IBM rebranded Stratus FT200 as IBM System/88; strategically neutralized startup-risk objections.","boston-globe-stratus-xa2000-launch-1987--218ffd; volume-1-ch05-stratus-fault-tolerant-wars-1981-1987"
"stratus-xa2000","Stratus XA 2000","platform","Stratus Computer","1987","emerging","legacy-end-of-life","Built on Motorola 68020 processors; Kastner led market and product team for this announcement; preserved lockstep architecture.","boston-globe-stratus-xa2000-launch-1987--218ffd; volume-1-ch05-stratus-fault-tolerant-wars-1981-1987"
"motorola-68020","Motorola 68020","platform","Motorola","1984-1991","growing","legacy-end-of-life","Microprocessor used in Stratus XA 2000; enabled dramatic performance gains vs. previous Stratus hardware.","computerworld-stratus-xa2000-launch-1987-d9d143; stratus-sales-support-competitive-news-1-2aac8d; stratus-xa2000-launch-cw-1987-11913f; volume-1-ch05-stratus-fault-tolerant-wars-1981-1987"
"ss7","SS7 (Signaling System No. 7)","protocol","ITU / telecom carriers","1980-","emerging","legacy-supported","Telecom signaling protocol; Stratus became embedded infrastructure for SS7 signaling systems after telecom market breakthrough.","teleco~1-c01702; volume-1-ch05-stratus-fault-tolerant-wars-1981-1987"
"hardware-fault-tolerance","Hardware Fault Tolerance","platform","Stratus Computer","1981-","emerging","active","Approach contrasted with software fault tolerance (Tandem); hides failures from application software entirely.","stratus-corporate-overview-1982-11-a7e367; stratus-fault-tolerant-mkt-info-systems-1984-eb925f; stratus-fault-tolerant-revolution-ad-198-797e0e; volume-1-ch05-stratus-fault-tolerant-wars-1981-1987"
"ft-systems-1986-forecast","Fault-Tolerant Systems Market Forecast","framework","Stratus / Kastner","1981-1987","growing","legacy-end-of-life","Kastner's downtime-cost calculator framework: quantify cost of downtime per hour vs. hardware price premium to justify fault-tolerant investment.","cbn-bochner-stratus-oem-strategy-1982-06-245fd5; volume-1-ch05-stratus-fault-tolerant-wars-1981-1987"
"oltp-45pct-growth-forecast","Future of Transaction Processing (1987 Report)","framework","Yankee Group / Kastner (ghostwriter)","1987","emerging","legacy-end-of-life","100-page report published January 1987; predicted microprocessor-based OLTP price-performance explosion and mainframe displacement via Moore's Law.","computerworld-stratus-xa2000-launch-1987-d9d143; volume-1-ch05-stratus-fault-tolerant-wars-1981-1987"
"moore-law","Moore's Law","framework","Intel (concept)","1965-","growing","active","Kastner invoked Moore's Law as driver for microprocessor OLTP economics overtaking mainframes in the 1987 Yankee Group report.","otellini-intel-techpinions-2013-917213; otellini-preview-how-it-changed-2013-604cfb; otellini-preview-on-the-impact-2013-a50192; volume-1-ch05-stratus-fault-tolerant-wars-1981-1987; volume-1-ch06-dec-mainframes-last-stand-1987-1988"
"dec-vax","DEC VAX Architecture","platform","Digital Equipment Corporation","1977-1998","mature","legacy-end-of-life","Central DEC platform; the multiprocessor VAX 8200 was the System Under Test in DECtp benchmarks; Kastner calls it 'one of the great minicomputer designs ever produced.'","phi-legacy-in-wang-labs-runaway-horse-1995-b8e001; volume-1-ch06-dec-mainframes-last-stand-1987-1988"
"vax-architecture","VAX Architecture","platform","Digital Equipment Corporation","1977-1998","mature","legacy-end-of-life","32-bit CISC architecture; beating IBM mainframe on cost-performance only to itself be displaced by x86 within four years.","volume-1-ch06-dec-mainframes-last-stand-1987-1988; wsj-digital-challenges-ibm-tests-bulkele-e2e227"
"vms","VMS","platform","Digital Equipment Corporation","1977-","mature","legacy-supported","DEC's operating system for VAX; provided the software environment for DECtp OLTP workloads.","dec-mgmt-memo-v7n5-state-of-company-1988-6a9954; dtj-v03-01-tp-and-fault-tolerant-1991-cf078c; nti-11-distributed-midrange-servers-1993-dedd19; software-market-safegu~1-ea7453; volume-1-ch06-dec-mainframes-last-stand-1987-1988"
"digital-rdb","DEC Rdb","application","Digital Equipment Corporation","1984-1994","growing","legacy-supported","DEC's relational database; described as 'a genuine relational database' and 'transaction-friendly'; combined with OLTP monitor for DECtp; later acquired by Oracle.","kastner-tandem-topgun-et1-analysis-1987--a3a09c; volume-1-ch06-dec-mainframes-last-stand-1987-1988"
"ibm-sna","IBM SNA (Systems Network Architecture)","protocol","IBM","1974-1995","mature","legacy-end-of-life","Communications framework connecting 3270 terminals to mainframe applications; source of the 'SNA Tax' — massive per-session initialization overhead via VTAM.","dec-mgmt-memo-v7n5-state-of-company-1988-6a9954; prime-industry-product-5-year-plan-1981-0a3546; psk-litigate98-72601c; volume-1-ch06-dec-mainframes-last-stand-1987-1988"
"ibm-db2","IBM DB2","application","IBM","1983-","growing","active","IBM's flagship relational database; benchmarked as having been tuned primarily for query workloads rather than transactional throughput; IBM announced DB2 Version 2 in October 1988 in response.","10ibmiss-f66945; 1991-encore-and-metadata-47f414; aberdeen-1995-intersolv-virtual-data-warehouse; aberdeen-1996-distributed-open-rdbms-buying-guide; aberdeen-1996-ibm-transformation-business-machines-information-service; aberdeen-multitrak-headlines-context-kas-f941d1; cnet-shankland-ibm-itanium-x450-2003-c91608; debit-credit-ibm-dec-1988-2-2fc147; encore-b7c40d; ibmtpc92-c32789; inforx95-3-9a45fe; inovant-ramp-interview-for-maxtor-projec-e7f75d; intelitaniummfewp1[1]-773ea2; jungle-1-5-675c58; jungle-6-7af8b7; kaiser-permanente-ramp-interview-for-max-8e4033; platinum-riskadvisor-ec30de; unisys-florida-hrs-expert-witness-tallah-5b4524; volume-1-ch06-dec-mainframes-last-stand-1987-1988"
"ibm-3270","IBM 3270 Terminal","platform","IBM","1971-1990s","mature","legacy-end-of-life","Standard IBM mainframe terminal; each session required 1+ CPU-second of VTAM initialization overhead — the core of the SNA Tax calculation.","1992-sapiens-and-metadata-0608b6; dec-debit-credit-guidelines-kohler-hsu-1-e228b4; nti-9-mainframe-role-1993-77fc40; phi-psd-brochure-and-kastner-engagements-1969-1972-b8d001; volume-1-ch06-dec-mainframes-last-stand-1987-1988"
"cics","CICS (Customer Information Control System)","application","IBM","1969-","mature","active","CICS application consulting firm in Westwood, MA used as cover to conduct the blind benchmark against IBM's 3090.","2004-03-intelitaniummfewp11.doc-618d4a; aberdeen-1995-commercial-messaging; aberdeen-1995-ibm-db2-common-server; perspective-041304-e4be4c; rdbms-for-ibm-powera~1-7a44be; volume-1-ch06-dec-mainframes-last-stand-1987-1988"
"sna","SNA (Systems Network Architecture)","protocol","IBM","1974-1995","mature","legacy-end-of-life","IBM network architecture; generated the 'SNA Tax' discovered during Westwood benchmark — over an hour of clock time just to establish 10,000 terminal sessions.","10ibmiss-f66945; 1998-network-integration-services-report-f75108; aberdeen-1995-commercial-messaging; aberdeen-1996-frame-relay-access-devices; nti-11-distributed-midrange-servers-1993-dedd19; sequent-592620; volume-1-ch06-dec-mainframes-last-stand-1987-1988"
"debit-credit-benchmark","Debit-Credit Benchmark","framework","","1985-1992","mature","legacy-end-of-life","Standard OLTP benchmark simulating bank account transaction processing; measures TPS with 100 virtual terminals per claimed TPS; called the 'four-minute mile' of enterprise computing.","dec-debit-credit-guidelines-kohler-hsu-1-e228b4; dec-notes-tp1-debit-credit-thread-1987-1-5815dc; dec-primer-comparing-debit-credit-tests--c30cfa; dec-zahavi-debit-credit-vaxclusters-1988-1a9e2e; kastner-tandem-topgun-et1-analysis-1987--a3a09c; stratus-tp-1-internal-benchmark-guide-19-9b51bf; volume-1-ch06-dec-mainframes-last-stand-1987-1988"
