"collection","study_id","title","date","author","n_entities","n_technologies","n_observations","n_codes","importance","relevance","prescience"
"kastner-author","aberdeen-customer-driven-info-systems-at-2f9724","Aberdeen Group — Customer-Driven Information Systems (AT&T/NCR + Oracle Seminar, 1993)","1993-01-01","Peter S. Kastner — Vice President, Aberdeen Group, Inc.","8","7","11","40","high","high","high"
"kastner-author","aberdeen-dops-distributed-open-prod-syst-cbae77","Aberdeen Group — Distributed Open Production Systems: The Next Generation Begins (1993)","1993-06-01","Peter S. Kastner — Vice-President, Aberdeen Group, Inc.","13","10","12","40","high","high","high"
"kastner-author","aberdeen-dops-tpc-1992-deck-bbe78e","Aberdeen Group — DOPS and TPC-A/TPC-B benchmark results (1992 deck)","1992-02-01","Peter S. Kastner (Aberdeen Group)","11","12","17","29","high","medium","high"
"kastner-author","aberdeen-impact-desktop-pc-sirens-1998-14b40c","Don't Fall for the Siren-Song Price of Under-powered Desktop PCs (Aberdeen Impact)","1998-09-10","Peter S. Kastner","4","14","16","32","high","medium","high"
"kastner-author","aberdeen-managing-is-amidst-it-chaos-lan-05ea75","Managing IS Amidst IT Chaos: A May 1993 Seminar for Land O'Lakes","1993-05","Peter S. Kastner (Aberdeen Group)","9","7","10","32","medium","high","medium"
"kastner-author","aberdeen-multitrak-headlines-context-kas-f941d1","Aberdeen Group — Putting Headlines In Context (Multitrak User's Group, Sep 1991)","1991-09-01","Peter S. Kastner — Vice-President, Aberdeen Group, Inc.","9","11","10","39","high","high","high"
"kastner-author","aberdeen-open-oltp-enterprise-managers-k-3fc536","Open Online Transaction Processing: An Enterprise Manager's Guide — Korean (Hangul) Translation, c. 1991/1992","1991","Peter S. Kastner (Aberdeen Group); Korean translation by NCR Korea (publisher)","16","12","13","35","high","high","high"
"kastner-author","aberdeen-open-online-transaction-process-ea272f","Open Online Transaction Processing: An Enterprise Manager's Guide","1991","Peter S. Kastner (Aberdeen Group), funded by NCR Corporation","18","7","11","27","medium","high","medium"
"kastner-author","aberdeen-preso-for-emc-final-storage-5-d855b8","Accelerating the Process At Every Step — EMC-Aberdeen Workshop","2004-06-01","Aberdeen Group (Peter S. Kastner)","4","5","36","25","high","high","high"
"kastner-author","aberdeen-ra-soa-management-governance-20-ff6a2c","Management and Governance: Planning for an Optimized SOA Application Lifecycle","2007-03-01","Peter S. Kastner and Rick Saia (Aberdeen Group)","4","6","17","27","high","high","high"
"kastner-author","aberdeen-snr-architecture-three-tier-sli-abaaa5","Aberdeen Group SNR Architecture Slide Set: Critical Technology Planning Areas, Three-Tier Plus Topology, Client-Server Hype vs Implementation (1992)","1992","Aberdeen Group / Peter S. Kastner (presenter)","2","5","5","26","medium","high","high"
"kastner-author","aberdeenmaxtortooldemo-03-2-5a8f38","Maxtor Midline Storage Interactive Demo (Adobe Flash)","2003","Aberdeen Group / Maxtor Corporation","4","2","5","26","high","low","not-applicable"
"kastner-author","amd-profile01-64e43b","AMD's Gigahertz Equivalency: Confused Customers Accept Bad Science","2002-02","Peter S. Kastner","7","8","17","30","medium","high","high"
"kastner-author","andersen-report-cover-letter-to-weber-4-4d17ee","Letter to Mark Weber (Gibson Dunn) re: AMD v Intel — Offering Expert Witness Services","2007-09-11","Peter S. Kastner (Scott-Page Associates)","10","1","7","23","medium","low","not-applicable"
"kastner-author","auditor-report-4-43ad9b","Eclipsys SunriseXA 3.3 Meets Subsecond Response Time Objective","2004-04","Peter S. Kastner","9","11","21","29","medium","medium","medium"
"kastner-author","bapco-sysmark-2012-benchmark-post-a40084","BAPco SYSmark 2012: Why AMD Dropped Out and What the Benchmark Actually Measures","2011-08-01","Peter S. Kastner","5","14","14","31","medium","medium","low"
"kastner-author","bbn1989-1e6838","OLTP Market Research for BBN Advanced Computers","1989-04-04","Peter S. Kastner","14","9","25","23","high","medium","medium"
"kastner-author","bull1990-d-c-benchmarks-8b5d9c","Bull DPS 9000/7000 Debit-Credit Benchmark and Cooperative Processing Proposal","1989-05-04","Peter S. Kastner","11","6","15","23","medium","low","not-applicable"
"kastner-author","cab199-1-2-0cb163","RDBMS Market Overview — Computer Associates Sales Training","1997-11-12","Peter S. Kastner","13","30","72","27","medium","medium","medium"
"kastner-author","cacustsell98-3b53c6","Customer Focused Selling - Sales Training Curriculum (CA, 1998)","1998","Peter S. Kastner / Aberdeen Group","3","0","12","25","low","low","not-applicable"
"kastner-author","caprop1-98-5d69fd","Proposal Letter to Computer Associates - Three Aberdeen Profiles (March 1998)","1998-03-25","Peter S. Kastner / Aberdeen Group","4","1","10","27","low","low","not-applicable"
"kastner-author","caprop99-86144f","Proposal for CA interBiz White Paper (July 1999)","1999-07-23","Peter S. Kastner","6","2","12","27","low","low","not-applicable"
"kastner-author","caunic-ltr98-80140d","Computer Associates Unicenter and Jasmine Strategic Assessment","1997-03-01","Peter S. Kastner","9","8","18","23","high","medium","medium"
"kastner-author","classmate-pc-evaluation-notes-8-103667","ClassMate PC Evaluation Notes","2008-01-01","Peter S. Kastner","5","5","26","26","medium","medium","medium"
"kastner-author","computerworld-ilm-article-15f604","Waiting for ILM?","2004-07-29","Peter S. Kastner","3","9","16","33","high","high","high"
"kastner-author","contract-aberdeen-engaglementltr-rev1-02-d5e80a","Aberdeen Group Engagement Letter — Maxtor Midline Storage Research (November 2003)","2003-11-13","Peter S. Kastner / Aberdeen Group","9","7","30","31","high","medium","not-applicable"
"kastner-author","copy-of-hp-camera-lab-journal-prod-c103f6","Caveat Emptor: HP's Consumer IT Leadership Needs New Focus on Consumers","2001-12-05","Peter S. Kastner","3","6","16","30","medium","high","high"
"kastner-author","dct-about-weekly-pc-deals-2002","About Aberdeen Weekly PC Deals","2002-09-25","Caroline S. Kastner","8","3","13","24","medium","medium","not-applicable"
"kastner-author","dct-access-pc-deals-2002-2003","DCT Access PC Deals Database, 2002-2003","2003-08-24","Peter S. Kastner","32","10","122","24","high","medium","not-applicable"
"kastner-author","dct-adobe-company-snapshot-2002","Adobe Systems Inc. — Aberdeen DCT Company Snapshot","2002-06-01","Peter S. Kastner","8","6","13","23","low","low","not-applicable"
"kastner-author","dct-amd-athlon-weekly-prices-2002-03","AMD Athlon XP Weekly CPU Pricing, Jul 2002 – 2003","2003-12-31","Peter S. Kastner","1","6","12","24","medium","low","not-applicable"
"kastner-author","dct-apple-powermac-g5-2003-06","Apple Ships Hot PowerMac G5","2003-06-23","Peter S. Kastner","11","20","19","26","high","medium","medium"
"kastner-author","dct-at-kearney-business-pc-prices","A.T. Kearney Benchmark: Flagship Business Desktop Price Tracking, Aug 2002 – Mar 2003","2003-03-10","Peter S. Kastner","5","2","33","23","medium","low","not-applicable"
"kastner-author","dct-business-2002-11-pc-deals","Business PC Deals: November 2002","2002-11-08","Peter S. Kastner","9","9","17","24","medium","medium","not-applicable"
"kastner-author","dct-business-2002-12-17-pc-deals","Business PC Deals: December 17, 2002","2002-12-17","Peter S. Kastner","8","9","16","24","medium","medium","not-applicable"
"kastner-author","dct-business-2002-12-19-pc-deals","Business PC Deals: December 19, 2002","2002-12-19","Peter S. Kastner","10","13","23","24","medium","medium","not-applicable"
"kastner-author","dct-business-2002-12-pc-deals","Business PC Deals: December 2002","2002-12-02","Peter S. Kastner","9","10","18","24","medium","medium","not-applicable"
"kastner-author","dct-business-2003-03-17-pc-deals","Business PC Deals: March 17, 2003","2003-03-17","Peter S. Kastner","10","14","25","24","medium","medium","not-applicable"
"kastner-author","dct-cmp-pc-replacement-survey","CMP Corporate PC Replacement Policy Survey","2003-06-30","Peter S. Kastner","2","0","4","23","medium","medium","not-applicable"
"kastner-author","dct-corp-notebooks-jan-2003","Corporate Notebook Lineup Snapshot, January 2003","2003-01-15","Peter S. Kastner","3","4","11","23","medium","low","not-applicable"
"kastner-author","dct-dceit-observations-2002-06","Digital Consumer Electronics and Information Technology — Staff Observations","2002-06-07","Peter S. Kastner","13","6","23","24","medium","medium","high"
"kastner-author","dct-dceit-practice-v6-2002","Digital Consumer Electronic and Information Technology (DCEIT) Practice — v6 Overview Deck","2002-09-01","Russ Craig, Peter S. Kastner","29","25","29","27","high","medium","high"
"kastner-author","dct-emachines-q1-2003-lineup","eMachines Q1 2003 Product Lineup","2003-01-15","Peter S. Kastner","1","2","6","23","medium","low","not-applicable"
"kastner-author","dct-fujitsu-notebook-lineup-2002","Fujitsu Notebook Product Lineup Snapshot, Late 2002","2002-12-01","Peter S. Kastner","3","7","8","23","medium","low","not-applicable"
"kastner-author","dct-gateway-acquires-emachines-2004-03","Gateway's Acquisition of eMachines Bodes Well","2004-03-15","Peter S. Kastner","9","6","19","25","high","medium","high"
"kastner-author","dct-hp-camera-lab-report-2001-09","HP's Consumer IT Leadership Needs More Focus On Consumers (Sep 5 2001 draft)","2001-09-05","Peter S. Kastner","4","7","18","23","medium","medium","medium"
"kastner-author","dct-hp-compaq-pcs-insight-2001-09","Integrating HP and Compaq: Success Must Stem from the PC Business","2001-09-17","Peter S. Kastner","9","7","20","24","high","high","high"
"kastner-author","dct-intel-processor-prices-2003-01","Analysis of Intel Processor Prices in PC Deals (January 2003)","2003-01-15","Peter S. Kastner","4","18","19","25","high","medium","high"
"kastner-author","dct-kastner-wish-list-2002-12","Peter Kastner's Wish List","2002-12-01","Peter S. Kastner","13","14","18","26","medium","medium","medium"
"kastner-author","dct-memoir-athlon-64-prescience-2003","Memoir: Prescience Call on the AMD Athlon 64 — Reassessing the Aug 2003 PC Deals Commentary","2026-04-19","Peter S. Kastner","9","8","16","24","medium","high","high"
"kastner-author","dct-memoir-ramp-vs-dct-prescience-2026","RAMP vs DCT: A Methodology-Level Comparison of My Prescience Track Record (2026 Retrospective)","2026-04-19","Peter S. Kastner","22","13","43","31","high","high","not-applicable"
"kastner-author","dct-microsoft-homestation-notes-2002","Microsoft HomeStation — Analyst Briefing Notes","2002-02-15","Peter S. Kastner","3","11","15","23","high","medium","high"
"kastner-author","dct-microsoft-media-center-rollout-2002-08","Microsoft Rolls Out Media Center","2002-08-21","Peter S. Kastner","8","6","14","24","high","high","high"
"kastner-author","dct-pc-replacement-insight1-2003-04","PC Replacements: Lawyers, Auditors, and Common Sense Rules","2003-04-24","Peter S. Kastner","5","11","21","24","high","high","high"
"kastner-author","dct-personal-it-forecast-research-2001","Personal IT Forecast Research Compendium (2000-2001)","2001-08-08","Peter S. Kastner","48","18","38","26","high","high","medium"
"kastner-author","dct-personal-it-practice-launch-2001","Personal Information Technology — Aberdeen Practice Launch","2001-09-01","Peter S. Kastner","24","16","23","24","high","high","high"
"kastner-author","dct-pit-service-offering-2002","Personal Information Technology (PIT) Service Offering — Tiered Pricing","2002-03-01","Peter S. Kastner","23","7","13","23","medium","medium","not-applicable"
"kastner-author","dct-pitas-agreement-template-2002","Aberdeen PITAS (Personal Information Technology Awareness Service) 2002 Agreement Template","2002-01-01","Peter S. Kastner","5","4","13","23","medium","low","not-applicable"
"kastner-author","dct-pitch-2002-11-08-christmas","DCT Christmas Pitch: Digital Holiday Consumer Tech","2002-11-08","Peter S. Kastner","1","2","17","24","medium","medium","not-applicable"
"kastner-author","dct-pubs-2002","Aberdeen Group DCT Publications Catalog, 2002","2002-12-31","Peter S. Kastner","56","0","28","23","medium","low","not-applicable"
"kastner-author","dct-q1-2003-pc-shipments","Q1 2003 Worldwide and U.S. PC Shipments — IDC and Gartner Data","2003-04-30","Peter S. Kastner","7","0","18","23","medium","low","not-applicable"
"kastner-author","dct-segment-priorities-matrix-2003","DCT Segment Priorities Matrix (Home / Work / Mobile)","2002-11-01","Peter S. Kastner","6","16","21","23","medium","medium","high"
"kastner-author","dct-sony-personal-electronic-vision-2002","Personal Electronic Technology Vision — Sony Client Presentation","2002-04-01","Peter S. Kastner","4","24","19","23","high","high","high"
"kastner-author","dct-supplier-list-2002","Digital Consumer Technology Supplier List (2002)","2002-01-23","Peter S. Kastner","26","4","14","23","medium","medium","not-applicable"
"kastner-author","dct-traveling-with-centrino-2003-05","Traveling With Centrino","2003-05-28","Peter S. Kastner","8","14","19","26","high","medium","high"
"kastner-author","dct-video-market-segmentation-2002","Video Product Segmentation — Aberdeen DCT Market Map","2002-03-01","Peter S. Kastner","20","13","16","24","medium","medium","not-applicable"
"kastner-author","dct-webinar-announcement-2002-11","Digital Consumer Technology: The Revolution Has Started — Aberdeen Webinar","2002-11-01","Peter S. Kastner","5","5","12","23","medium","medium","high"
"kastner-author","dct-webinar-nov-2002","Digital Consumer Technology: The Revolution Has Started — Aberdeen DCT Webinar Deck","2002-11-01","Russ Craig, Peter S. Kastner, Isaac Ro","9","24","25","26","high","medium","high"
"kastner-author","dct-weekly-2002-08-24-pc-deals-analysis","PC Deals Analysis: August 24-31, 2002","2002-08-24","Peter S. Kastner","12","10","25","24","medium","medium","not-applicable"
"kastner-author","dct-weekly-2002-08-24-pc-deals-script","PC Deals Script: August 24-31, 2002","2002-08-24","Peter S. Kastner","9","7","19","24","medium","medium","not-applicable"
"kastner-author","dct-weekly-2002-10-06","PC Deals Weekly Analysis: October 6, 2002","2002-10-06","Peter S. Kastner","12","12","25","24","medium","medium","not-applicable"
"kastner-author","dct-weekly-2002-10-27","PC Deals Weekly Update: October 27, 2002","2002-10-27","Peter S. Kastner","11","9","19","24","medium","medium","not-applicable"
