# Source: access PC Deals 2002-2003.xls

## Sheet: Consumer (2160 rows x 12 cols)
[r0] PricingDate | PCmaker | SKU | ListPrice | CPUclass | CPUspeed | Memory | HDD | Opticals | Monitor | Printer | Merchant
[r151] 2002-09-15 | Compaq | Presario 8000T | 989 | Pentium 4 | 2.0A | 256 DDR | 40 | CD-RW | 17" Compaq CV7550 |  | www.athome.compaq.com
[r152] 2002-08-18 | Compaq | Presario 8000Z | 1094 | Athlon 2000+ | 1.67 | 512 DDR | 80 | DVD-ROM | 17" Compaq CV7500 |  | www.athome.compaq.com
[r153] 2002-08-24 | Compaq | Presario 8000Z | 1104 | Athlon 2100+ | 1.73 | 512 DDR | 80 | CD-RW | 17" Compaq CV7500 |  | athome.compaq.com
[r154] 2002-08-18 | Compaq | Presario 8000Z | 1193 | Athlon 2100+ | 1.73 | 512 DDR | 80 | DVD-ROM | 17" Compaq CV7500 |  | www.athome.compaq.com
[r155] 2002-07-29 | Compaq | Presario 8000Z | 1193 | Athlon 2100+ | 1.73 | 512 DDR | 80 | CD-RW | 17" Compaq CV7500 |  | www.athome.compaq.com
[r156] 2002-10-20 | Compaq | Presario 8000Z | 1103 | Athlon 2200+ | 1.8 | 256 DDR | 60 | CD-RW | 17" Compaq CV7550 |  | www.athome.compaq.com
[r157] 2002-10-13 | Compaq | Presario 8000Z | 1032 | Athlon 2200+ | 1.8 | 256 DDR | 60 | DVD-ROM; CD-RW | 17" Compaq CV7550 |  | www.athome.compaq.com
[r158] 2002-10-06 | Compaq | Presario 8000Z | 1103 | Athlon 2200+ | 1.8 | 256 DDR | 60 | DVD-ROM; CD-RW | 17" Compaq CV7500 |  | www.athome.compaq.com
[r159] 2002-09-29 | Compaq | Presario 8000Z | 1103 | Athlon 2200+ | 1.8 | 256 DDR | 120 | DVD-ROM | 17" Compaq CV7500 |  | www.athome.compaq.com
[r160] 2002-09-22 | Compaq | Presario 8000Z | 1009 | Athlon 2200+ | 1.8 | 256 DDR | 80 | CD-RW | 17" Compaq CV7550 |  | www.athome.compaq.com
[r161] 2002-09-15 | Compaq | Presario 8000Z | 1009 | Athlon 2200+ | 1.8 | 256 DDR | 80 | CD-RW | 17" Compaq CV7550 |  | www.athome.compaq.com
[r162] 2002-09-07 | Compaq | Presario 8000Z | 1039 | Athlon 2200+ | 1.8 | 256 DDR | 80 | CD-RW | 17" Compaq CV7500 |  | www.athome.compaq.com
[r163] 2002-08-31 | Compaq | Presario 8000Z | 1094 | Athlon 2200+ | 1.8 | 256 DDR | 80 | CD-RW | 17" Compaq CV7500 |  | www.athome.compaq.com
[r164] 2002-08-24 | Compaq | Presario 8000Z | 1119 | Athlon 2200+ | 1.8 | 256 DDR | 80 | CD-RW | 17" Compaq CV7500 |  | athome.compaq.com
[r165] 2002-08-11 | Dell | Dimension 2200 | 848 | Celeron | 1.3 | 256 SDRAM | 20 | CD-ROM | 17" Dell Flat Screen  M782 |  | www.dell.com
[r166] 2002-07-29 | Dell | Dimension 2200 | 858 | Celeron | 1.3 | 256 SDRAM | 40 | CD-ROM | 17" Dell E772 |  | www.dell.com
[r167] 2002-08-24 | Dell | Dimension 2300 | 897 | Celeron | 1.7 | 256 SDRAM | 40 | CD-RW | 17" Dell E772 |  | www.dell.com
[r168] 2002-08-18 | Dell | Dimension 2300 | 809 | Celeron | 1.7 | 256 SDRAM | 40 | CD-RW | 17" Dell E772 |  | www.dell.com
[r169] 2002-11-24 | Dell | Dimension 2300 | 718 | Celeron | 1.8 | 256 SDRAM | 60 | CD-RW | 17" Dell E772 |  | www.dell.com
[r170] 2002-11-17 | Dell | Dimension 2300 | 759 | Celeron | 1.8 | 256 SDRAM | 60 | CD-RW | 17" Dell E772 |  | www.dell.com
[r171] 2002-11-10 | Dell | Dimension 2300 | 798 | Celeron | 1.8 | 256 SDRAM | 60 | CD-RW | 17" Dell E772 |  | www.dell.com
[r172] 2002-11-03 | Dell | Dimension 2300 | 848 | Celeron | 1.8 | 256 SDRAM | 60 | DVD-ROM; CD-RW | 17" Dell E772 |  | www.dell.com
[r173] 2002-10-27 | Dell | Dimension 2300 | 709 | Celeron | 1.8 | 256 SDRAM | 30 | CD-RW | 17" Dell E772 |  | www.dell.com
[r174] 2002-10-20 | Dell | Dimension 2300 | 758 | Celeron | 1.8 | 256 SDRAM | 30 | CD-RW | 17" Dell E772 |  | www.dell.com
[r175] 2002-10-13 | Dell | Dimension 2300 | 639 | Celeron | 1.8 | 256 SDRAM | 40 | CD-ROM | 17" Dell E772 | Lexmark Z25 | www.dell.com
[r176] 2002-10-06 | Dell | Dimension 2300 | 728 | Celeron | 1.8 | 256 SDRAM | 40 | CD-ROM | 17" Dell E772 |  | www.dell.com
[r177] 2002-09-29 | Dell | Dimension 2300 | 728 | Celeron | 1.8 | 256 SDRAM | 40 | CD-ROM | 17" Dell E772 |  | www.dell.com
[r178] 2002-09-22 | Dell | Dimension 2300 | 698 | Celeron | 1.8 | 128 SDRAM | 20 | CD-RW | 17" Dell E772 |  | www.dell.com
[r179] 2002-09-15 | Dell | Dimension 2300 | 679 | Celeron | 1.8 | 128 SDRAM | 20 | CD-ROM | 17" Dell E772 |  | www.dell.com
[r180] 2002-09-07 | Dell | Dimension 2300 | 658 | Celeron | 1.8 | 128 SDRAM | 20 | CD-ROM | 17" Dell E772 |  | www.dell.com
[r181] 2002-08-31 | Dell | Dimension 2300 | 828 | Celeron | 1.8 | 256 SDRAM | 40 | CD-RW | 17" Dell E772 |  | www.dell.com
[r182] 2002-11-24 | Dell | Dimension 2300 | 957 | Pentium 4 | 2.0A | 512 SDRAM | 80 | DVD-ROM; CD-RW | 17" Dell E772 |  | www.dell.com
[r183] 2002-11-17 | Dell | Dimension 2300 | 918 | Pentium 4 | 2.0A | 256 SDRAM | 60 | DVD-ROM; CD-RW | 17" Dell E772 |  | www.dell.com
[r184] 2002-11-17 | Dell | Dimension 2300 | 1038 | Pentium 4 | 2.0A | 512 SDRAM | 80 | DVD-ROM; CD-RW | 17" Dell E772 |  | www.dell.com
[r185] 2002-11-17 | Dell | Dimension 2300 | 1098.99 | Pentium 4 | 2.0A | 512 SDRAM | 80 | DVD-ROM; CD-RW | 17" Dell E772 |  | www.costco.com
[r186] 2002-11-10 | Dell | Dimension 2300 | 927 | Pentium 4 | 2.0A | 256 SDRAM | 60 | DVD-ROM; CD-RW | 17" Dell E772 |  | www.dell.com
[r187] 2002-11-10 | Dell | Dimension 2300 | 1027 | Pentium 4 | 2.0A | 512 SDRAM | 80 | DVD-ROM; CD-RW | 17" Dell E772 |  | www.dell.com
[r188] 2002-11-10 | Dell | Dimension 2300 | 1098.99 | Pentium 4 | 2.0A | 512 SDRAM | 80 | DVD-ROM; CD-RW | 17" Dell E772 |  | www.costco.com
[r189] 2002-11-03 | Dell | Dimension 2300 | 908 | Pentium 4 | 2.0A | 256 SDRAM | 60 | DVD-ROM; CD-RW | 17" Dell E772 |  | www.dell.com
[r190] 2002-10-27 | Dell | Dimension 2300 | 908 | Pentium 4 | 2.0A | 256 SDRAM | 60 | DVD-ROM; CD-RW | 17" Dell E772 |  | www.dell.com
[r191] 2002-10-20 | Dell | Dimension 2300 | 937 | Pentium 4 | 2.0A | 256 SDRAM | 60 | DVD-ROM; CD-RW | 17" Dell E772 |  | www.dell.com
[r192] 2002-10-13 | Dell | Dimension 2300 | 839 | Pentium 4 | 2.0A | 256 SDRAM | 40 | DVD-ROM; CD-RW | 17" Dell E772 | Lexmark Z25 | www.dell.com
[r193] 2002-10-06 | Dell | Dimension 2300 | 839 | Pentium 4 | 2.0A | 256 SDRAM | 40 | DVD-ROM; CD-RW | 17" Dell E772 |  | www.dell.com
[r194] 2002-09-29 | Dell | Dimension 2300 | 818 | Pentium 4 | 2.0A | 256 SDRAM | 40 | DVD-ROM | 17" Dell E772 |  | www.dell.com
[r195] 2002-09-22 | Dell | Dimension 2300 | 818 | Pentium 4 | 2.0A | 256 SDRAM | 40 | CD-RW | 17" Dell E772 |  | www.dell.com
[r196] 2002-08-24 | Dell | Dimension 2300LE | 688 | Celeron | 1.7 | 128 SDRAM | 20 | CD-ROM | 15" Dell E551 |  | www.dell.com
[r197] 2002-08-18 | Dell | Dimension 2300LE | 589 | Celeron | 1.7 | 128 SDRAM | 20 | CD-ROM | 15" Dell E551 |  | www.dell.com
[r198] 2002-12-23 | Dell | Dimension 2350 | 968 | Pentium 4 | 1.8 | 256 DDR | 60 | DVD-ROM; CD-RW | 15" Dell E151FP LCD flat panel |  | www.dell.com
[r199] 2002-12-15 | Dell | Dimension 2350 | 988 | Pentium 4 | 1.8 | 256 DDR | 40 | DVD-ROM; CD-RW | 15" Dell E151FP LCD flat panel |  | www.dell.com
[r200] 2002-12-08 | Dell | Dimension 2350 | 998 | Pentium 4 | 1.8 | 256 DDR | 40 | DVD-ROM; CD-RW | 15" Dell E151FP LCD flat panel |  | www.dell.com
[r201] 2002-12-02 | Dell | Dimension 2350 | 908 | Pentium 4 | 1.8 | 256 DDR | 30 | CD-RW | 15" Dell E151FP LCD flat panel |  | www.dell.com
[r202] 2002-12-23 | Dell | Dimension 2350 | 868 | Pentium 4 | 2.0A | 256 DDR | 60 | DVD-ROM; CD-RW | 17" Dell E772 |  | www.dell.com
[r203] 2002-12-15 | Dell | Dimension 2350 | 828 | Pentium 4 | 2.0A | 256 DDR | 60 | DVD-ROM; CD-RW | 17" Dell E772 |  | www.dell.com
[r204] 2002-12-08 | Dell | Dimension 2350 | 928 | Pentium 4 | 2.0A | 256 DDR | 60 | DVD-ROM; CD-RW | 17" Dell E772 |  | www.dell.com
[r205] 2002-12-02 | Dell | Dimension 2350 | 948 | Pentium 4 | 2.0A | 256 DDR | 60 | DVD-ROM; CD-RW | 17" Dell E772 |  | www.dell.com
[r206] 2002-09-07 | Dell | Dimension 4500 | 908 | Pentium 4 | 1.8 | 256 DDR | 80 | DVD-ROM | 17" Dell E772 |  | www.dell.com
[r207] 2002-08-31 | Dell | Dimension 4500 | 908 | Pentium 4 | 1.8 | 256 DDR | 80 | CD-RW | 17" Dell E772 |  | www.dell.com
[r208] 2002-10-06 | Dell | Dimension 4500 | 1009 | Pentium 4 | 2.4 | 512 DDR | 80 | DVD-ROM; CD-RW | 19" Dell M992 Flat screen |  | www.dell.com
[r209] 2002-10-06 | Dell | Dimension 4500 | 1188 | Pentium 4 | 2.4 | 512 DDR | 40 | DVD-ROM; CD-RW | 19" Dell M992 Flat screen |  | www.dell.com
[r210] 2002-09-29 | Dell | Dimension 4500 | 1088 | Pentium 4 | 2.4 | 512 DDR | 80 | CD-RW | 17" Dell E772 |  | www.dell.com
[r211] 2002-09-22 | Dell | Dimension 4500 | 1078 | Pentium 4 | 2.4 | 512 DDR | 80 | CD-RW | 17" Dell E772 |  | www.dell.com
[r212] 2002-09-15 | Dell | Dimension 4500 | 1109 | Pentium 4 | 2.4 | 512 DDR | 80 | DVD-ROM | 17" Dell E772 |  | www.dell.com
[r213] 2002-09-07 | Dell | Dimension 4500 | 1108 | Pentium 4 | 2.4 | 512 DDR | 80 | DVD-ROM | 17" Dell E772 |  | www.dell.com
[r214] 2002-08-31 | Dell | Dimension 4500 | 1108 | Pentium 4 | 2.4 | 512 DDR | 80 | CD-RW | 17" Dell E772 |  | www.dell.com
[r215] 2002-10-06 | Dell | Dimension 4500 | 1328 | Pentium 4 | 2.66 | 512 DDR | 80 | DVD-ROM; CD-RW | 19" Dell M992 Flat screen |  | www.dell.com
[r216] 2002-09-29 | Dell | Dimension 4500 | 1318 | Pentium 4 | 2.66 | 512 DDR | 80 | CD-RW | 17" Dell E772 |  | www.dell.com
[r217] 2002-09-22 | Dell | Dimension 4500 | 1338 | Pentium 4 | 2.66 | 512 DDR | 80 | DVD-ROM; CD-RW | 17" Dell E772 |  | www.dell.com
[r218] 2002-09-15 | Dell | Dimension 4500 | 1339 | Pentium 4 | 2.66 | 512 DDR | 80 | DVD-ROM | 17" Dell E772 |  | www.dell.com
[r219] 2002-09-07 | Dell | Dimension 4500 | 1338 | Pentium 4 | 2.66 | 512 DDR | 80 | DVD-ROM | 17" Dell E772 |  | www.dell.com
[r220] 2002-08-31 | Dell | Dimension 4500 | 1332 | Pentium 4 | 2.66 | 512 DDR | 80 | CD-RW | 17" Dell E772 |  | www.dell.com
[r221] 2002-10-06 | Dell | Dimension 4500 | 1399 | Pentium 4 | 2.8 | 512 DDR | 120 | DVD-ROM; CD-RW | 19" Dell M992 Flat screen |  | www.dell.com
[r222] 2002-09-29 | Dell | Dimension 4500 | 1618 | Pentium 4 | 2.8 | 512 DDR | 80 | CD-RW | 15" Dell E151FP Flat Panel |  | www.dell.com
[r223] 2002-09-22 | Dell | Dimension 4500 | 1708 | Pentium 4 | 2.8 | 512 DDR | 80 | DVD-ROM; CD-RW | 15" Dell E151FP Flat Panel |  | www.dell.com
[r224] 2002-09-15 | Dell | Dimension 4500 | 1679 | Pentium 4 | 2.8 | 512 DDR | 80 | CD-RW | 15" Dell E151FP Flat Panel |  | www.dell.com
[r225] 2002-09-07 | Dell | Dimension 4500 | 1678 | Pentium 4 | 2.8 | 512 DDR | 80 | CD-RW | 15" Dell E151FP Flat Panel |  | www.dell.com
[r226] 2002-08-31 | Dell | Dimension 4500 | 1708 | Pentium 4 | 2.8 | 512 DDR | 80 | CD-RW | 15" Dell E151FP Flat Panel |  | www.dell.com
[r227] 2002-10-06 | Dell | Dimension 4500 | 899 | Pentium 4 | 2.0A | 256 DDR | 80 | DVD-ROM; CD-RW | 19" Dell M992 Flat screen |  | www.dell.com
[r228] 2002-09-29 | Dell | Dimension 4500 | 918 | Pentium 4 | 2.0A | 256 DDR | 80 | DVD-ROM | 17" Dell E772 |  | www.dell.com
[r229] 2002-09-22 | Dell | Dimension 4500 | 888 | Pentium 4 | 2.0A | 256 DDR | 40 | DVD-ROM; CD-RW | 17" Dell E772 |  | www.dell.com
[r230] 2002-09-15 | Dell | Dimension 4500 | 889 | Pentium 4 | 2.0A | 256 DDR | 40 | DVD-ROM | 17" Dell E772 |  | www.dell.com
[r231] 2002-08-24 | Dell | Dimension 4500  | 1188 | Pentium 4 | 2.4 | 256 DDR | 40 | CD-RW, CD-ROM | 19" Dell Flat Screen M992 |  | www.dell.com
[r232] 2002-08-18 | Dell | Dimension 4500  | 1309 | Pentium 4 | 2.4 | 512 DDR | 80 | CD-RW | 17" Dell E772 |  | www.dell.com
[r233] 2002-08-11 | Dell | Dimension 4500  | 1318 | Pentium 4 | 2.4 | 512 DDR | 80 | CD-RW | 17" Dell E772 |  | www.dell.com
[r234] 2002-07-29 | Dell | Dimension 4500  | 1348 | Pentium 4 | 2.4 | 256 DDR | 40 | CD-RW; DVD-ROM | 17" Dell E772 |  | www.dell.com
[r235] 2002-08-24 | Dell | Dimension 4500  | 1308 | Pentium 4 | 2.53 | 512 DDR | 40 | CD-RW, DVD-ROM | 19" Dell Flat Screen M992 |  | www.dell.com
[r236] 2002-08-18 | Dell | Dimension 4500S | 1109 | Pentium 4 | 2 | 512 DDR | 80 | CD-RW | 17" Dell M782 Flat Screen |  | www.dell.com
[r237] 2002-08-11 | Dell | Dimension 4500S | 1177 | Pentium 4 | 2 | 512 DDR | 80 | CD-RW/DVD Combo Drive | 17" Dell E772 |  | www.dell.com
[r238] 2002-07-29 | Dell | Dimension 4500S | 1188 | Pentium 4 | 2 | 512 DDR | 80 | CD-RW | 17" Dell E772 |  | www.dell.com
[r239] 2002-08-24 | Dell | Dimension 4500S | 1078 | Pentium 4 | 2.4 | 256 DDR | 40 | CD-RW | 19" Dell M992 flat screen |  | www.dell.com
[r240] 2002-08-24 | Dell | Dimension 4500S | 988 | Pentium 4 | 2.0A | 256 DDR | 20 | CD-RW | 19" Dell M992 flat screen |  | www.dell.com
[r241] 2002-08-11 | Dell | Dimension 4500S  | 958 | Celeron | 1.7 | 256 DDR | 80 | CD-RW | 17" Dell Flat Screen M782  |  | www.dell.com
[r242] 2002-07-29 | Dell | Dimension 4500S  | 998 | Celeron | 1.7 | 256 DDR | 80 | CD-RW | 17" Dell E772 |  | www.dell.com
[r243] 2002-08-18 | Dell | Dimension 4500S  | 899 | Celeron | 1.8 | 256 DDR | 80 | CD-RW | 17" Dell E772 |  | www.dell.com
[r244] 2002-12-23 | Dell | Dimension 4550 | 1198 | Pentium 4 | 2.4 | 512 DDR 333MHz | 80 | DVD-ROM; CD-RW | 17" Dell E772 |  | www.dell.com
[r245] 2002-12-15 | Dell | Dimension 4550 | 1347 | Pentium 4 | 2.4 | 512 DDR 333MHz | 120 | DVD-ROM; CD-RW | 17" Dell E772 |  | www.dell.com
[r246] 2002-12-08 | Dell | Dimension 4550 | 1148 | Pentium 4 | 2.4 | 512 DDR 333MHz | 120 | DVD-ROM; CD-RW | 17" Dell E772 |  | www.dell.com
[r247] 2002-12-02 | Dell | Dimension 4550 | 1118 | Pentium 4 | 2.4 | 512 DDR 333MHz | 80 | DVD-ROM; CD-RW | 17" Dell E772 |  | www.dell.com
[r248] 2002-11-24 | Dell | Dimension 4550 | 1077 | Pentium 4 | 2.4 | 512 DDR 333MHz | 80 | DVD-ROM; CD-RW | 17" Dell E772 |  | www.dell.com
[r249] 2002-11-17 | Dell | Dimension 4550 | 1129 | Pentium 4 | 2.4 | 512 DDR 333MHz | 80 | DVD-ROM; CD-RW | 17" Dell E772 |  | www.dell.com
[r250] 2002-11-10 | Dell | Dimension 4550 | 1107 | Pentium 4 | 2.4 | 512 DDR 333MHz | 80 | DVD-ROM; CD-RW | 17" Dell E772 |  | www.dell.com
[r251] 2002-11-03 | Dell | Dimension 4550 | 1228 | Pentium 4 | 2.4 | 512 DDR 333MHz | 80 | DVD-ROM; CD-RW | 17" Dell E772 |  | www.dell.com
[r252] 2002-10-27 | Dell | Dimension 4550 | 1228 | Pentium 4 | 2.4 | 512 DDR 333MHz | 80 | DVD-ROM; CD-RW | 17" Dell E772 |  | www.dell.com
[r253] 2002-10-20 | Dell | Dimension 4550 | 1074 | Pentium 4 | 2.4 | 512 DDR 333MHz | 80 | DVD-ROM; CD-RW | 17" Dell M782 flat screen |  | www.dell.com
[r254] 2002-10-13 | Dell | Dimension 4550 | 1078 | Pentium 4 | 2.4 | 512 DDR 333MHz | 80 | DVD-ROM | 17" Dell E772 | Lexmark Z25 | www.dell.com
[r255] 2002-11-24 | Dell | Dimension 4550 | 1137 | Pentium 4 | 2.53 | 512 DDR | 120 | DVD-ROM; CD-RW | 17" Dell E772 |  | www.dell.com
[r256] 2002-11-17 | Dell | Dimension 4550 | 1219 | Pentium 4 | 2.53 | 512 DDR | 80 | DVD-ROM; CD-RW | 17" Dell E772 |  | www.dell.com
[r257] 2002-11-10 | Dell | Dimension 4550 | 1157 | Pentium 4 | 2.53 | 512 DDR | 80 | DVD-ROM; CD-RW | 17" Dell E772 |  | www.dell.com
[r258] 2002-11-03 | Dell | Dimension 4550 | 1234 | Pentium 4 | 2.53 | 512 DDR | 80 | DVD-ROM; CD-RW | 17" Dell E772 |  | www.dell.com
[r259] 2002-10-27 | Dell | Dimension 4550 | 1268 | Pentium 4 | 2.53 | 512 DDR | 80 | DVD-ROM; CD-RW | 17" Dell E772 |  | www.dell.com
[r260] 2002-10-20 | Dell | Dimension 4550 | 1124 | Pentium 4 | 2.53 | 512 DDR 333MHz | 80 | DVD-ROM; CD-RW | 17" Dell M782 flat screen |  | www.dell.com
[r261] 2002-10-13 | Dell | Dimension 4550 | 1209 | Pentium 4 | 2.53 | 512 DDR | 80 | DVD-ROM; CD-RW | 17" Dell E772 | Lexmark Z25 | www.dell.com
[r262] 2002-12-23 | Dell | Dimension 4550 | 1428 | Pentium 4 | 2.66 | 512 DDR 333MHz | 120 | DVD-ROM; CD-RW | 17" Dell E772 |  | www.dell.com
[r263] 2002-12-15 | Dell | Dimension 4550 | 1458 | Pentium 4 | 2.66 | 512 DDR 333MHz | 120 | DVD-ROM; CD-RW | 17" Dell E772 |  | www.dell.com
[r264] 2002-12-08 | Dell | Dimension 4550 | 1488 | Pentium 4 | 2.66 | 512 DDR 333MHz | 120 | DVD-ROM; CD-RW | 17" Dell E772 |  | www.dell.com
[r265] 2002-12-02 | Dell | Dimension 4550 | 1288 | Pentium 4 | 2.66 | 512 DDR 333MHz | 80 | DVD-ROM; CD-RW | 17" Dell E772 |  | www.dell.com
[r266] 2002-11-24 | Dell | Dimension 4550 | 1227 | Pentium 4 | 2.66 | 512 DDR 333MHz | 120 | DVD-ROM; CD-RW | 17" Dell E772 |  | www.dell.com
[r267] 2002-11-17 | Dell | Dimension 4550 | 1309 | Pentium 4 | 2.66 | 512 DDR 333MHz | 80 | DVD-ROM; CD-RW | 17" Dell E772 |  | www.dell.com
[r268] 2002-11-10 | Dell | Dimension 4550 | 1247 | Pentium 4 | 2.66 | 512 DDR 333MHz | 80 | DVD-ROM; CD-RW | 17" Dell E772 |  | www.dell.com
[r269] 2002-11-03 | Dell | Dimension 4550 | 1324 | Pentium 4 | 2.66 | 512 DDR 333MHz | 80 | DVD-ROM; CD-RW | 17" Dell E772 |  | www.dell.com
[r270] 2002-10-27 | Dell | Dimension 4550 | 1388 | Pentium 4 | 2.66 | 512 DDR 333MHz | 80 | DVD-ROM; CD-RW | 17" Dell E772 |  | www.dell.com
[r271] 2002-10-20 | Dell | Dimension 4550 | 1254 | Pentium 4 | 2.66 | 512 DDR 333MHz | 80 | DVD-ROM; CD-RW | 17" Dell M782 flat screen |  | www.dell.com
[r272] 2002-10-13 | Dell | Dimension 4550 | 1337 | Pentium 4 | 2.66 | 512 DDR 333MHz | 80 | DVD-ROM; CD-RW | 17" Dell E772 | Lexmark Z25 | www.dell.com
[r273] 2002-12-23 | Dell | Dimension 4550 | 1548 | Pentium 4 | 2.8 | 512 DDR 333MHz | 120 | DVD-ROM; CD-RW | 17" Dell E772 |  | www.dell.com
[r274] 2002-12-15 | Dell | Dimension 4550 | 1578 | Pentium 4 | 2.8 | 512 DDR 333MHz | 120 | DVD-ROM; CD-RW | 17" Dell E772 |  | www.dell.com
[r275] 2002-12-08 | Dell | Dimension 4550 | 1608 | Pentium 4 | 2.8 | 512 DDR 333MHz | 120 | DVD-ROM; CD-RW | 17" Dell E772 |  | www.dell.com
[r276] 2002-12-02 | Dell | Dimension 4550 | 1408 | Pentium 4 | 2.8 | 512 DDR 333MHz | 80 | DVD-ROM; CD-RW | 17" Dell E772 |  | www.dell.com
[r277] 2002-11-24 | Dell | Dimension 4550 | 1347 | Pentium 4 | 2.8 | 512 DDR 333MHz | 120 | DVD-ROM; CD-RW | 17" Dell E772 |  | www.dell.com
[r278] 2002-11-17 | Dell | Dimension 4550 | 1429 | Pentium 4 | 2.8 | 512 DDR 333MHz | 80 | DVD-ROM; CD-RW | 17" Dell E772 |  | www.dell.com
[r279] 2002-11-10 | Dell | Dimension 4550 | 1367 | Pentium 4 | 2.8 | 512 DDR 333MHz | 80 | DVD-ROM; CD-RW | 17" Dell E772 |  | www.dell.com
[r280] 2002-11-03 | Dell | Dimension 4550 | 1444 | Pentium 4 | 2.8 | 512 DDR 333MHz | 80 | DVD-ROM; CD-RW | 17" Dell E772 |  | www.dell.com
[r281] 2002-10-27 | Dell | Dimension 4550 | 1498 | Pentium 4 | 2.8 | 512 DDR 333MHz | 80 | DVD-ROM; CD-RW | 17" Dell E772 |  | www.dell.com
[r282] 2002-10-20 | Dell | Dimension 4550 | 1364 | Pentium 4 | 2.8 | 512 DDR 333MHz | 80 | DVD-ROM; CD-RW | 17" Dell M782 flat screen |  | www.dell.com
[r283] 2002-10-13 | Dell | Dimension 4550 | 1488 | Pentium 4 | 2.8 | 512 DDR 333MHz | 80 | DVD-ROM; CD-RW | 17" Dell M782 flat screen | Lexmark Z25 | www.dell.com
[r284] 2002-08-18 | Dell | Dimension 8200 | 1529 | Pentium 4 | 2.26 | 512 RDRAM | 80 | CD-RW | 19" Dell Flat Screen M992 |  | www.dell.com
[r285] 2002-08-11 | Dell | Dimension 8200 | 1538 | Pentium 4 | 2.26 | 512 RDRAM | 80 | CD-RW | 19" Dell Flat Screen M992 |  | www.dell.com
[r286] 2002-07-29 | Dell | Dimension 8200 | 1598 | Pentium 4 | 2.26 | 512 RDRAM | 80 | CD-RW | 17" Dell E772 |  | www.dell.com
[r287] 2002-08-24 | Dell | Dimension 8200 | 1707 | Pentium 4 | 2.4 | 512 RDRAM | 80 | DVD-ROM; CD-RW | 19" Dell Flat Screen M992 |  | www.dell.com
[r288] 2002-08-18 | Dell | Dimension 8200 | 1678 | Pentium 4 | 2.4 | 512 RDRAM | 80 | DVD-ROM; CD-RW | 19" Dell Flat Screen M992 |  | www.dell.com
[r289] 2002-08-11 | Dell | Dimension 8200 | 1707 | Pentium 4 | 2.4 | 512 RDRAM | 80 | DVD-ROM; CD-RW | 19" Dell Flat Screen M992 |  | www.dell.com
[r290] 2002-07-29 | Dell | Dimension 8200 | 1707 | Pentium 4 | 2.4 | 512 RDRAM | 80 | CD-RW | 17" Dell E772 |  | www.dell.com
[r291] 2002-09-29 | Dell | Dimension 8200 | 1388 | Pentium 4 | 2.53 | 512 RDRAM | 80 | DVD-ROM; CD-RW | 17" Dell Flat Screen M782 |  | www.dell.com
[r292] 2002-09-22 | Dell | Dimension 8200 | 1388 | Pentium 4 | 2.53 | 512 RDRAM | 80 | DVD-ROM; CD-RW | 17" Dell Flat Screen M782 |  | www.dell.com
[r293] 2002-09-15 | Dell | Dimension 8200 | 1468 | Pentium 4 | 2.53 | 512 RDRAM | 80 | CD-RW/DVD-ROM Combo Drive | 17" Dell Flat Screen M782 |  | www.dell.com
[r294] 2002-09-07 | Dell | Dimension 8200 | 1467 | Pentium 4 | 2.53 | 512 RDRAM | 80 | CD-RW/DVD-ROM Combo Drive | 17" Dell Flat Screen M782 |  | www.dell.com
[r295] 2002-08-31 | Dell | Dimension 8200 | 1488 | Pentium 4 | 2.53 | 512 RDRAM | 80 | CD-RW | 19" Dell Flat Screen M992 |  | www.dell.com
[r296] 2002-09-29 | Dell | Dimension 8200 | 1628 | Pentium 4 | 2.66 | 512 RDRAM | 80 | CD-RW | 19" Dell M992 |  | www.dell.com
[r297] 2002-09-22 | Dell | Dimension 8200 | 1518 | Pentium 4 | 2.66 | 512 RDRAM | 80 | DVD-ROM; CD-RW | 17" Dell M782 Flat Screen |  | www.dell.com
[r298] 2002-09-15 | Dell | Dimension 8200 | 1598 | Pentium 4 | 2.66 | 512 RDRAM | 80 | DVD-ROM; CD-RW | 17" Dell M782 Flat Screen |  | www.dell.com
[r299] 2002-09-07 | Dell | Dimension 8200 | 1597 | Pentium 4 | 2.66 | 512 RDRAM | 80 | DVD-ROM; CD-RW | 17" Dell M782 Flat Screen |  | www.dell.com
[r300] 2002-08-31 | Dell | Dimension 8200 | 1657 | Pentium 4 | 2.66 | 512 RDRAM | 80 | DVD-ROM; CD-RW | 17" Dell M782 Flat Screen |  | www.dell.com
[r301] 2002-10-06 | Dell | Dimension 8200 | 1659 | Pentium 4 | 2.8 | 512 RDRAM | 80 | DVD-ROM; CD-RW | 19" Dell M992 Flat screen |  | www.dell.com
[r302] 2002-08-24 | Dell | Dimension 8200 | 1188 | Pentium 4 | 2.0A | 256 RDRAM | 40 | DVD-ROM; CD-RW | 19" Dell Flat Screen M992 |  | www.dell.com
[r303] 2002-12-23 | Dell | Dimension 8250 | 2069 | Pentium 4 | 2.8 | 512 RDRAM 1066 | 120 | DVD-ROM; CD-RW | 17" Dell M782 flat screen |  | www.dell.com
[r304] 2002-12-15 | Dell | Dimension 8250 | 2157 | Pentium 4 | 2.8 | 512 RDRAM 1066 | 120 | DVD-ROM; CD-RW | 17" Dell M782 flat screen |  | www.dell.com
