obs_id,study_id,entity_id,tech_id,observation_type,year_observed,metric_name,metric_value,confidence,verification_method,methodology_code,source_page,notes,collection,thread_tag,section,legacy_obs_id,_study_type,_study_prescience,_bucket
aberdeen-1996-risc-unix-market-OBS-019,aberdeen-1996-risc-unix-market,ibm,rs6000,market-data,1995,IBM RISC/Unix revenue growth rate,45%,high,ingest-extraction,growth-rate,p.1,,,,,,market-study,medium,market-research
1998as400-1-146289-OBS-025,1998as400-1-146289,marathon-technologies,windows-nt-server,strategic-recommendation,1998,ISV_recruitment_priority,E-business; Supply chain; CRM; Data Warehousing,high,ingest-extraction,expert-opinion,slide-16,Aberdeen identified four application categories IBM needed ISVs to target on AS/400e in 1998,,,,1998as400-1-146289.025,market-study,high,market-research
aberdeen-1996-clarify-inc-OBS-016,aberdeen-1996-clarify-inc,clarify-inc,clearsupport,actual-outcome,1999,Clarify acquisition outcome,Clarify acquired by Nortel Networks in 1999 for $2.1B in stock; validating Aberdeen's 'CIS winner' assessment,verified,web-source,document-review,post-publication,Source: CNET/Nortel; $2.1B acquisition validated Clarify's market leadership position,,,,,market-study,high,market-research
aberdeen-1996-unisys-clears-path-a-series-os2200-OBS-010,aberdeen-1996-unisys-clears-path-a-series-os2200,unisys-corporation,clearpath-hmp,viability-prediction,1996,ClearPath OPUS MPP integration timeline,Unisys promises to integrate OPUS MPP system into ClearPath HMP in future releases,verified,outcome-linkage,industry-analysis,Introduction,Future roadmap commitment; Aberdeen notes this as enhancement to be rolled out over time,,,,,market-study,high,market-research
dollars-and-sense-b2b-ec-eb8c9d-OBS-024,dollars-and-sense-b2b-ec-eb8c9d,,erp-ec-integration,expert-opinion,1998,ERP suppliers EC response,Most ERP suppliers have launched significant EC initiatives reflecting different technical and business models,high,ingest-extraction,industry-analysis,Overview,ERP vendors recognized internet commerce threat and opportunity simultaneously,,,,,market-study,high,market-research
aberdeen-1996-hp-3000-increasing-customers-successes-OBS-011,aberdeen-1996-hp-3000-increasing-customers-successes,hp-commercial-systems-division,,framework-factor,1996,Customer First implementation pillar 4,"Open interfaces and interoperability with Unix, NT, MVS ahead of demand",high,ingest-extraction,industry-analysis,The Path To Customer First,Oracle Transparent Gateway for IMAGE/SQL cited as example,,,,,market-study,medium,market-research
sun-as400-market-data-2002-5faa8f-OBS-017,sun-as400-market-data-2002-5faa8f,sun-microsystems,sun-ultra-10,competitive-mapping,2002,iseries-equivalent,"iSeries 250 (1-way, $9-14K base, $250M revenue) ↔ Sun Ultra 10",high,ingest-extraction,eo,revenue-sheet,,,,,,benchmark,medium,market-research
aberdeen-1996-mitels-nevadanetworked-voice-data-speeding-toward-OBS-011,aberdeen-1996-mitels-nevadanetworked-voice-data-speeding-toward,mitel-corporation,nevada-nevadaplatform,framework-factor,1996,NeVaDa benefit 2: Scalability without disruption,Adding ports does not affect existing ones (Madge Networks LAN switching characteristic),high,ingest-extraction,competitive-profiling,The Benefits,Key enterprise requirement: non-disruptive capacity expansion,,,,,market-study,medium,market-research
1997-oracle-designer-2000-3201a7-OBS-015,1997-oracle-designer-2000-3201a7,oracle-corporation,oracle-designer-2000,actual-outcome,2005,internet-development-dominance,"Oracle Designer/2000 and Developer/2000 failed to become dominant Internet development tools; Java/J2EE, open source frameworks (Struts, Spring), and later .NET and JavaScript frameworks displaced Oracle's proprietary toolchain by mid-2000s; Oracle Designer reached end of life 2018",verified,web-source,industry-analysis,Post-publication,Prediction proved incorrect; Oracle never achieved significant web development market share,,,,,market-study,medium,market-research
aberdeen-1996-remote-access-cisco-untold-story-OBS-001,aberdeen-1996-remote-access-cisco-untold-story,cisco-systems,,market-data,1996,Remote access market size estimate 1996,$4 billion,medium,ingest-extraction,industry-analysis,Changing Character,Aberdeen estimate,,,,,market-study,high,market-research
aberdeen-1996-unisys-clears-path-a-series-os2200-OBS-018,aberdeen-1996-unisys-clears-path-a-series-os2200,ibm,cmos-technology,technology-assessment,1996,IBM-fabricated CMOS for Unisys,0.5-micron CMOS technology designed by Unisys and fabricated by IBM; new high-end processors expected to deliver 40-60 MIPS,high,ingest-extraction,document-review,ClearPath HMP Defined,IBM as chip manufacturer for Unisys mainframe CMOS processors; notable competitor relationship,,,,,market-study,high,market-research
1999-e-learning-in-the-enterprise-psk-d0fc8a-OBS-014,1999-e-learning-in-the-enterprise-psk-d0fc8a,,e-learning-platforms,framework-factor,1999,e-Learning benefit: Just-in-time modular training,Modular e-learning provides only necessary information in smaller blocks vs just-in-case classroom,high,ingest-extraction,industry-analysis,p.6 Table 1,More complex jobs require targeted modular training; key instructional design shift,,,,d0fc8a-OBS-014,market-study,high,market-research
2003-intel-consumer-lt-10-5-8c346e-OBS-019,2003-intel-consumer-lt-10-5-8c346e,sun-microsystems,data-mining,market-data,2003,it_spending_coverage_pct,74%,high,ingest-extraction,doc-review,3,10 proposed survey countries represent 74% of global IT spending (source: Aberdeen),,,,2003-intel-consumer-lt-10-5-8c346e.019,market-research-proposal,high,market-research
1998-internet-sales-report-4cde3f-OBS-018,1998-internet-sales-report-4cde3f,internet-shopping-network,,actual-outcome,1998,Internet Shopping Network outcome,Sold computer store unit to Cyberian Outpost in 1998 to focus on First Auction; gradually subsumed by larger players,verified,web-source,industry-analysis,Post-publication,CNET reported the divestiture in 1998,,,,1998-sales-4cde3f-OBS-018,market-study,medium,market-research
dollars-and-sense-b2b-ec-eb8c9d-OBS-015,dollars-and-sense-b2b-ec-eb8c9d,ariba-technologies,internet-ec-1998,viability-prediction,1998,Ariba Technologies viability,Ariba identified as leading e-procurement platform with strong market position,verified,outcome-linkage,competitive-profiling,Part II,Predicted leading position; acquired by SAP 2012 for $4.3B — success,,,,,market-study,high,market-research
aberdeen-1995-data-warehouse-olap-OBS-011,aberdeen-1995-data-warehouse-olap,,tech-02,market-data,1995,report-writer-future,relegated to light-query status,medium,ingest-extraction,qualitative-analysis,2,Aberdeen predicts report-writers will be relegated to marginal light-query status as MOLAP and ROLAP dominate decision support,,,,,market-study,high,market-research
cab199-1-2-0cb163-OBS-045,cab199-1-2-0cb163,computer-associates-international,ca-ingres,vendor-weakness,1997,RDBMS-architecture,RDBMS architecture is behind — no parallel/scalable,high,ingest-extraction,expert-opinion,27,CA-Ingres lacks parallel or scalable RDBMS architecture; trailing all major competitors on this dimension.,,,,cab199-1-2-0cb163.045,market-study,medium,market-research
trends99-18726b-OBS-019,trends99-18726b,,,strategic-assessment,1999,G2000 telecom switching,"AT&T, WorldCom/MCI, Sprint, British Telecom, Cable and Wireless cutting each other's throats for overarching enterprise contracts; users worried about quality of service",high,ingest-extraction,expert-opinion,G2000 Telecom Suppliers,"Kastner: tie to mainframe market (Amdahl, Hitachi, IBM negotiating leverage)",,,,,market-study,high,market-research
aberdeen-1996-risc-unix-market-OBS-065,aberdeen-1996-risc-unix-market,novell,novell-netware,viability-prediction,1996,1996 product agenda item 3,Increase workgroup interoperability (NetWare and NT Server),verified,outcome-linkage,industry-analysis,p.4,RISC/Unix suppliers cannot compete in Intel distribution channels,,,,,market-study,medium,market-research
2000-is-windows-nt-windows-2000-enterprise-ready-91f2cb-OBS-008,2000-is-windows-nt-windows-2000-enterprise-ready-91f2cb,microsoft,windows-2000,technology-assessment,2000,Windows 2000 enterprise readiness overall verdict,Qualified yes — suitable for most enterprise applications with exceptions for highest-scale/availability needs,high,ingest-extraction,industry-analysis,Abstract,Core finding of the 85-page study,,,,,market-study,high,market-research
nti-2-open-systems-1dd3af-OBS-010,nti-2-open-systems-1dd3af,microsoft,lan,market-share,1993,Microsoft LAN Manager market share,26%,high,ingest-extraction,industry-analysis,7,Achieved only through partners DEC Pathworks and IBM; did not dominate through independent channels,,,,,market-study,high,market-research
2003-the-new-peoplesoft-long-term-strategy-near-term-be-5cb14f-OBS-009,2003-the-new-peoplesoft-long-term-strategy-near-term-be-5cb14f,peoplesoft,,viability-prediction,2003,Long-term PeopleSoft strategic positioning,Securing leadership position among global enterprise software vendors,medium,ingest-extraction,expert-opinion,abstract,Long-term claim undercut by Oracle acquisition 14 months later,,,,5cb14f-OBS-009,market-study,low,market-research
aberdeen-1996-data-generals-cybershield-security-solutions-advancing-OBS-005,aberdeen-1996-data-generals-cybershield-security-solutions-advancing,data-general-corporation,b2so-security-option,technology-assessment,1996,B2SO security architecture,"Three-region compartmentalization: network, admin, application/data; mandatory access controls; role-based access",high,ingest-extraction,competitive-profiling,Cybershield's security foundation — B2SO,"Exceeds RACF, ACF2, TOP SECRET mainframe controls; viruses and admins cannot access production data",,,,,market-study,medium,market-research
1998-nt-professional-services-buying-guide-1998-edition-14e452-OBS-012,1998-nt-professional-services-buying-guide-1998-edition-14e452,,windows-nt,strategy-classification,1998,Buyer selection criterion — strategic direction alignment,If IS needs strategic business planning + implementation: choose IPSP; if strategic direction set and seeking design/deployment: choose OEM,high,ingest-extraction,field-research,Chapter 1,IS buyer decision framework mapped to provider type,,,,14e452-OBS-012,market-study,medium,market-research
aberdeen-1996-vpns-business-mfs-success-strategy-OBS-022,aberdeen-1996-vpns-business-mfs-success-strategy,worldcom,,actual-outcome,2002,WorldCom corporate outcome,WorldCom filed largest US bankruptcy ($107B assets) in July 2002; emerged as MCI; acquired by Verizon 2006,verified,web-source,document-review,N/A,Accounting fraud scandal under CEO Bernie Ebbers; MFS networks ultimately absorbed into Verizon Business infrastructure,,,,,market-study,medium,market-research
aberdeen-1996-microsoft-windows-nt-server-40-OBS-015,aberdeen-1996-microsoft-windows-nt-server-40,microsoft,windows-nt-server-40,actual-outcome,2003,Outcome: NT Server line dominance as predicted,Windows NT 4.0 succeeded by Windows 2000 Server (Feb 2000) and Windows Server 2003; dominated enterprise server market throughout late 1990s and 2000s; still active as Windows Server 2025 as of 2026,verified,web-source,document-review,,Source: Windows NT Wikipedia (https://en.wikipedia.org/wiki/Windows_NT); Microsoft Community Hub 30 Years of Windows Server. Aberdeen prediction proved completely accurate.,,,,,market-study,high,market-research
2002-microsoft-business-solutions-the-new-wave-at-stamp-532ae4-OBS-005,2002-microsoft-business-solutions-the-new-wave-at-stamp-532ae4,microsoft-business-solutions,,framework-factor,2002,MBS product line - PSA,professional services automation application,high,ingest-extraction,industry-analysis,1,PSA was one of three highlighted application categories,,,,,market-study,high,market-research
2001-ca-s-it-resource-management-solutions-p-ing-it-ope-0855b8-OBS-011,2001-ca-s-it-resource-management-solutions-p-ing-it-ope-0855b8,computer-associates,ca-itrm,actual-outcome,2001,CA ITRM market context,CA also had CRO product mentioned in companion Impact (CA Does the Right Thing; Customers Say CRO Rocks),high,ingest-extraction,document-review,PSK catalog cross-reference,ITRM and CRO both in PSK catalog under Enterprise Systems Management; O'Connell authored both,,,,,market-study,medium,market-research
1997-the-ec-company-not-your-father-s-edi-c1ebff-OBS-017,1997-the-ec-company-not-your-father-s-edi-c1ebff,,as2-edi,actual-outcome,2005,AS2 internet EDI standard adoption,RFC 4130 AS2 standard adopted 2005; fulfilled EC Company's internet-native EDI vision,verified,web-source,document-review,post-publication,Large retailers including Walmart mandated AS2; fulfilled the architectural vision Aberdeen identified in EC Company,,,,,market-study,medium,market-research
