LAYER A failures (by study)
  obs[OBS-DR-005] observation_type='technology-assessment' not in codes.csv
  obs[OBS-DR-006] observation_type='market-data' not in codes.csv
  obs[OBS-DR-007] observation_type='viability-prediction' not in codes.csv
  obs[OBS-DR-008] observation_type='actual-outcome' not in codes.csv
  obs[OBS-DR-009] observation_type='technology-assessment' not in codes.csv
  obs[OBS-DR-010] observation_type='actual-outcome' not in codes.csv

other-authors/1997-dec-linkworks-webworker---an-object-db2d2a
  obs[OBS-001] observation_type='technology-assessment' not in codes.csv
  obs[OBS-002] observation_type='technology-assessment' not in codes.csv
  obs[OBS-003] observation_type='technology-assessment' not in codes.csv
  obs[OBS-004] observation_type='technology-assessment' not in codes.csv
  obs[OBS-005] observation_type='technology-assessment' not in codes.csv
  obs[OBS-006] observation_type='technology-assessment' not in codes.csv
  obs[OBS-007] observation_type='technology-assessment' not in codes.csv
  obs[OBS-008] observation_type='strategy-classification' not in codes.csv
  obs[OBS-009] observation_type='strategy-classification' not in codes.csv
  obs[OBS-010] observation_type='strategy-classification' not in codes.csv
  obs[OBS-011] observation_type='strategy-classification' not in codes.csv
  obs[OBS-012] observation_type='framework-factor' not in codes.csv
  obs[OBS-013] observation_type='framework-factor' not in codes.csv
  obs[OBS-014] observation_type='viability-prediction' not in codes.csv
  obs[OBS-015] observation_type='viability-prediction' not in codes.csv
  obs[OBS-016] observation_type='viability-prediction' not in codes.csv
  obs[OBS-017] observation_type='viability-prediction' not in codes.csv
  obs[OBS-018] observation_type='viability-prediction' not in codes.csv
  obs[OBS-019] observation_type='actual-outcome' not in codes.csv
  obs[OBS-020] observation_type='actual-outcome' not in codes.csv
  obs[OBS-021] observation_type='actual-outcome' not in codes.csv
  obs[OBS-022] observation_type='actual-outcome' not in codes.csv
  obs[OBS-023] observation_type='actual-outcome' not in codes.csv
  obs[OBS-024] observation_type='actual-outcome' not in codes.csv
  obs[OBS-025] observation_type='expert-opinion' not in codes.csv
  obs[OBS-026] observation_type='expert-opinion' not in codes.csv
  obs[OBS-027] observation_type='expert-opinion' not in codes.csv
  obs[OBS-028] observation_type='expert-opinion' not in codes.csv

other-authors/1997-desktop-and-systems-management-the--169a9b
  obs[OBS-HP-001] observation_type='market-data' not in codes.csv
  obs[OBS-HP-002] observation_type='viability-prediction' not in codes.csv
  obs[OBS-HP-003] observation_type='viability-prediction' not in codes.csv
  obs[OBS-HP-004] observation_type='technology-assessment' not in codes.csv
  obs[OBS-HP-005] observation_type='technology-assessment' not in codes.csv
  obs[OBS-HP-006] observation_type='technology-assessment' not in codes.csv
  obs[OBS-HP-007] observation_type='market-data' not in codes.csv
  obs[OBS-HP-008] observation_type='viability-prediction' not in codes.csv
  obs[OBS-HP-009] observation_type='actual-outcome' not in codes.csv
  obs[OBS-HP-010] observation_type='viability-prediction' not in codes.csv
  obs[OBS-HP-011] observation_type='actual-outcome' not in codes.csv
  obs[OBS-HP-012] observation_type='strategy-classification' not in codes.csv
  obs[OBS-HP-013] observation_type='technology-assessment' not in codes.csv
  obs[OBS-HP-014] observation_type='technology-assessment' not in codes.csv
  obs[OBS-HP-015] observation_type='actual-outcome' not in codes.csv
  obs[OBS-HP-016] observation_type='technology-assessment' not in codes.csv
  obs[OBS-HP-017] observation_type='framework-factor' not in codes.csv
  obs[OBS-HP-018] observation_type='framework-factor' not in codes.csv
  obs[OBS-HP-019] observation_type='technology-assessment' not in codes.csv
  obs[OBS-HP-020] observation_type='technology-assessment' not in codes.csv
  obs[OBS-HP-021] observation_type='market-data' not in codes.csv
  obs[OBS-HP-022] observation_type='market-data' not in codes.csv
  obs[OBS-HP-023] observation_type='technology-assessment' not in codes.csv
  obs[OBS-HP-024] observation_type='actual-outcome' not in codes.csv
  obs[OBS-HP-025] observation_type='actual-outcome' not in codes.csv

other-authors/1997-dev-expanding-universes-for-busines-c42c71
  obs[OBS-BO-001] observation_type='market-data' not in codes.csv
  obs[OBS-BO-002] observation_type='market-data' not in codes.csv
  obs[OBS-BO-003] observation_type='market-data' not in codes.csv
  obs[OBS-BO-004] observation_type='market-data' not in codes.csv
  obs[OBS-BO-005] observation_type='market-data' not in codes.csv
  obs[OBS-BO-006] observation_type='market-data' not in codes.csv
  obs[OBS-BO-007] observation_type='market-data' not in codes.csv
  obs[OBS-BO-008] observation_type='market-data' not in codes.csv
  obs[OBS-BO-009] observation_type='market-data' not in codes.csv
  obs[OBS-BO-010] observation_type='technology-assessment' not in codes.csv
  obs[OBS-BO-011] observation_type='technology-assessment' not in codes.csv
  obs[OBS-BO-012] observation_type='technology-assessment' not in codes.csv
  obs[OBS-BO-013] observation_type='market-data' not in codes.csv
  obs[OBS-BO-014] observation_type='market-data' not in codes.csv
  obs[OBS-BO-015] observation_type='viability-prediction' not in codes.csv
  obs[OBS-BO-016] observation_type='actual-outcome' not in codes.csv
  obs[OBS-BO-017] observation_type='viability-prediction' not in codes.csv
  obs[OBS-BO-018] observation_type='actual-outcome' not in codes.csv
  obs[OBS-BO-019] observation_type='viability-prediction' not in codes.csv
  obs[OBS-BO-020] observation_type='actual-outcome' not in codes.csv
  obs[OBS-BO-021] observation_type='strategy-classification' not in codes.csv
  obs[OBS-BO-022] observation_type='strategy-classification' not in codes.csv
  obs[OBS-BO-023] observation_type='market-data' not in codes.csv
  obs[OBS-BO-024] observation_type='expert-opinion' not in codes.csv
  obs[OBS-BO-025] observation_type='benchmark-result' not in codes.csv
  obs[OBS-BO-026] observation_type='market-data' not in codes.csv
  obs[OBS-BO-027] observation_type='technology-assessment' not in codes.csv
  obs[OBS-BO-028] observation_type='expert-opinion' not in codes.csv
  obs[OBS-BO-029] observation_type='technology-assessment' not in codes.csv
  obs[OBS-BO-030] observation_type='actual-outcome' not in codes.csv

other-authors/1997-dialogic-ct-media-sets-the-pace-for-440d5e
  obs[OBS-S1-001] observation_type='market-data' not in codes.csv
  obs[OBS-S1-002] observation_type='market-data' not in codes.csv
  obs[OBS-S1-003] observation_type='market-data' not in codes.csv
  obs[OBS-S1-004] observation_type='technology-assessment' not in codes.csv
  obs[OBS-S1-005] observation_type='technology-assessment' not in codes.csv
  obs[OBS-S1-006] observation_type='technology-assessment' not in codes.csv
  obs[OBS-S1-007] observation_type='technology-assessment' not in codes.csv
  obs[OBS-S1-008] observation_type='technology-assessment' not in codes.csv
  obs[OBS-S1-009] observation_type='technology-assessment' not in codes.csv
  obs[OBS-S1-010] observation_type='benchmark-result' not in codes.csv
  obs[OBS-S1-011] observation_type='framework-factor' not in codes.csv
  obs[OBS-S1-012] observation_type='framework-factor' not in codes.csv
  obs[OBS-S1-013] observation_type='expert-opinion' not in codes.csv
  obs[OBS-S1-014] observation_type='strategy-classification' not in codes.csv
  obs[OBS-S1-015] observation_type='strategy-classification' not in codes.csv
  obs[OBS-S1-016] observation_type='viability-prediction' not in codes.csv
  obs[OBS-S1-017] observation_type='viability-prediction' not in codes.csv
  obs[OBS-S1-018] observation_type='viability-prediction' not in codes.csv
  obs[OBS-S1-019] observation_type='viability-prediction' not in codes.csv
  obs[OBS-S1-020] observation_type='actual-outcome' not in codes.csv
  obs[OBS-S1-021] observation_type='actual-outcome' not in codes.csv
  obs[OBS-S1-022] observation_type='actual-outcome' not in codes.csv
  obs[OBS-S1-023] observation_type='actual-outcome' not in codes.csv
  obs[OBS-S1-024] observation_type='actual-outcome' not in codes.csv
  obs[OBS-S1-025] observation_type='market-data' not in codes.csv

other-authors/1997-digital-equipment-corporation-pr-c375a8
  obs[OBS-S3-001] observation_type='market-data' not in codes.csv
  obs[OBS-S3-002] observation_type='market-data' not in codes.csv
  obs[OBS-S3-003] observation_type='benchmark-result' not in codes.csv
  obs[OBS-S3-004] observation_type='technology-assessment' not in codes.csv
  obs[OBS-S3-005] observation_type='technology-assessment' not in codes.csv
  obs[OBS-S3-006] observation_type='technology-assessment' not in codes.csv
  obs[OBS-S3-007] observation_type='technology-assessment' not in codes.csv
  obs[OBS-S3-008] observation_type='technology-assessment' not in codes.csv
  obs[OBS-S3-009] observation_type='strategy-classification' not in codes.csv
  obs[OBS-S3-010] observation_type='strategy-classification' not in codes.csv
  obs[OBS-S3-011] observation_type='strategy-classification' not in codes.csv
  obs[OBS-S3-012] observation_type='strategy-classification' not in codes.csv
  obs[OBS-S3-013] observation_type='framework-factor' not in codes.csv
  obs[OBS-S3-014] observation_type='framework-factor' not in codes.csv
  obs[OBS-S3-015] observation_type='framework-factor' not in codes.csv
  obs[OBS-S3-016] observation_type='expert-opinion' not in codes.csv
  obs[OBS-S3-017] observation_type='viability-prediction' not in codes.csv
  obs[OBS-S3-018] observation_type='viability-prediction' not in codes.csv
  obs[OBS-S3-019] observation_type='viability-prediction' not in codes.csv
  obs[OBS-S3-020] observation_type='viability-prediction' not in codes.csv
  obs[OBS-S3-021] observation_type='actual-outcome' not in codes.csv
  obs[OBS-S3-022] observation_type='actual-outcome' not in codes.csv
  obs[OBS-S3-023] observation_type='actual-outcome' not in codes.csv
  obs[OBS-S3-024] observation_type='actual-outcome' not in codes.csv
  obs[OBS-S3-025] observation_type='actual-outcome' not in codes.csv
  obs[OBS-S3-026] observation_type='actual-outcome' not in codes.csv
  obs[OBS-S3-027] observation_type='market-data' not in codes.csv
  obs[OBS-S3-028] observation_type='market-data' not in codes.csv

other-authors/1997-digital-ramps-up-for-the-leadership-fb5854
  obs[OBS-S4-001] observation_type='benchmark-result' not in codes.csv
  obs[OBS-S4-002] observation_type='market-data' not in codes.csv
  obs[OBS-S4-003] observation_type='market-data' not in codes.csv
  obs[OBS-S4-004] observation_type='technology-assessment' not in codes.csv
  obs[OBS-S4-005] observation_type='technology-assessment' not in codes.csv
  obs[OBS-S4-006] observation_type='technology-assessment' not in codes.csv
  obs[OBS-S4-007] observation_type='technology-assessment' not in codes.csv
  obs[OBS-S4-008] observation_type='technology-assessment' not in codes.csv
  obs[OBS-S4-009] observation_type='technology-assessment' not in codes.csv
  obs[OBS-S4-010] observation_type='technology-assessment' not in codes.csv
  obs[OBS-S4-011] observation_type='framework-factor' not in codes.csv
  obs[OBS-S4-012] observation_type='framework-factor' not in codes.csv
  obs[OBS-S4-013] observation_type='framework-factor' not in codes.csv
  obs[OBS-S4-014] observation_type='framework-factor' not in codes.csv
  obs[OBS-S4-015] observation_type='strategy-classification' not in codes.csv
  obs[OBS-S4-016] observation_type='strategy-classification' not in codes.csv
  obs[OBS-S4-017] observation_type='strategy-classification' not in codes.csv
  obs[OBS-S4-018] observation_type='expert-opinion' not in codes.csv
  obs[OBS-S4-019] observation_type='viability-prediction' not in codes.csv
  obs[OBS-S4-020] observation_type='viability-prediction' not in codes.csv
  obs[OBS-S4-021] observation_type='viability-prediction' not in codes.csv
  obs[OBS-S4-022] observation_type='viability-prediction' not in codes.csv
  obs[OBS-S4-023] observation_type='actual-outcome' not in codes.csv
  obs[OBS-S4-024] observation_type='actual-outcome' not in codes.csv
  obs[OBS-S4-025] observation_type='actual-outcome' not in codes.csv
  obs[OBS-S4-026] observation_type='actual-outcome' not in codes.csv
  obs[OBS-S4-027] observation_type='actual-outcome' not in codes.csv
  obs[OBS-S4-028] observation_type='actual-outcome' not in codes.csv

other-authors/1997-digital-s-terabyte-hour-nonstop-vld-ce92ca
  obs[OBS-S5-001] observation_type='benchmark-result' not in codes.csv
  obs[OBS-S5-002] observation_type='benchmark-result' not in codes.csv
  obs[OBS-S5-003] observation_type='benchmark-result' not in codes.csv
  obs[OBS-S5-004] observation_type='market-data' not in codes.csv
  obs[OBS-S5-005] observation_type='market-data' not in codes.csv
  obs[OBS-S5-006] observation_type='market-data' not in codes.csv
  obs[OBS-S5-007] observation_type='technology-assessment' not in codes.csv
  obs[OBS-S5-008] observation_type='technology-assessment' not in codes.csv
  obs[OBS-S5-009] observation_type='technology-assessment' not in codes.csv
