"entity_id","study_id"
"amd","intel-longlivedualcore-revised-5-fa8298"
"amd","intelitaniummfewp1[1]-773ea2"
"amd","internetnews-veritas-itanium-believer-20-2ff4eb"
"amd","otellini-intel-techpinions-2013-917213"
"amd","otellini-preview-how-it-changed-2013-604cfb"
"amd","otellini-preview-on-the-impact-2013-a50192"
"amd","server-benchmarks-2007-sept-7-862cf0"
"amd","technology-news-chips-amd-s-semprons-spa-21b184"
"amd","technology-news-hardware-amd-beats-apple-5399ec"
"amd","technology-news-hardware-amd-makes-athlo-214a36"
"amd","technology-news-hardware-amd-s-opteron-a-ecf5a9"
"amd","technology-news-hardware-intel-unveils-l-1f420a"
"amd-corporation","linuxplanet-reports-opteron-s-first-year-40c423"
"amdahl","aberdeen-1996-mainframe-revival-short-lived-or-long-term"
"amdahl","nti-9-mainframe-role-1993-77fc40"
"amdahl-corporation","ntpspr~1-728dc3"
"america-online","aberdeen-1996-tandem-vision-21st-century-electronic-business"
"american-arbitration-association","aberdeen-proposal-templates-and-retainer-strategy-2001-b6b001"
"american-science-and-engineering","adl-ase-asep-two-way-power-communications-1979-b8c001"
"american-science-and-engineering","adl-commercial-engagements-kastner-1972-1979-b8b001"
"american-science-engineering","minicomputer-news-ase-asep-1979-2b5327"
"american-software","psk-litigation-b452e6"
"ameritech","teleco~1-c01702"
"an-wang","phi-legacy-in-wang-labs-runaway-horse-1995-b8e001"
"an-wang","volume-1-ch02-physics-of-the-machine-1969-1972"
"analyst-allen-kent","dct-pubs-2002"
"analyst-degnan-christa","dct-pubs-2002"
"analyst-hoch-michael","dct-pubs-2002"
"analyst-hurley-jim","dct-pubs-2002"
"analyst-jones-katherine","dct-pubs-2002"
"analyst-minahan-tim","dct-pubs-2002"
"analyst-pombriant-denis","dct-pubs-2002"
"analyst-smith-karen","dct-pubs-2002"
"analyst-tanner-dan","dct-pubs-2002"
"analyst-tardelli-dana","dct-pubs-2002"
"andersen-consulting","1997-teamsap-a3591b"
"andersen-consulting","1999-crm-professional-services-rpt-96bf13"
"andersen-consulting","aberdeen-1996-taming-sap-r3-consultant-led-introspection"
"andersen-consulting","erppsp~1-31f088"
"andersen-consulting","ie-appendix-lane-qa-research-e594cb"
"andersen-consulting","kastner-ie-v-andersen-expert-report-3de98a"
"andersen-consulting","retail~1-d5de79"
"andersen-consulting","utilities-transformed-it-696ffb"
"andersen-consulting","utilit~1-0596b5"
"andersen-consulting","volume-1-ch09-expert-witness-technology-on-trial-1992-2015"
"andover-working-group","aberdeen-1997-hp-andover-working-group"
"andrew-tridgell","linuxcare-ab95f6"
"andrew-tridgell","linuxcare-profile-1999"
"andrew-winer-myers","informationweek-ca-victorious-incumbents-143e3b"
"andy-bochman","fixups~1-a1d68b"
"andy-bryant","peter-kastner-10-bde195"
"andy-grove","aberdeen-managing-is-amidst-it-chaos-lan-05ea75"
"andy-grove","aberdeen-megatrends-mfa-cs-mis-1993-05-98fc87"
"andy-grove","usatoday-maney-pentium-fdiv-kastner-1994-13a035"
"answer-financial","informationweek-ibm-ms-nt-clusters-1999-8c5b45"
"aol-inc","tech-investor-instant-messaging-goes-cor-1a14c2"
"apex-digital","dct-dceit-practice-v6-2002"
"apollo-computer","volume-1-about-the-author"
"apollo-computer","volume-1-introduction-physics-of-the-machine"
"apple","2001-winning-the-enterprise-pocket-pc-will-he-pervasive-7686b2"
"apple-computer","1997-ibm-when-a-pc-is-simply-platform-ov-5e9364"
"apple-computer","charlotte-observer-shain-back-to-school--4ec261"
"apple-computer","dct-apple-powermac-g5-2003-06"
"apple-computer","dct-personal-it-forecast-research-2001"
"apple-computer","dct-why-aberdeen-follows-pc-deals-2002"
"apple-computer","hostingtech-apple-xserve-asia-zieger-200-052af6"
"apple-computer","linux-news-enterprise-systems-apple-s-en-a8fdd0"
"apple-computer","mac-keeps-lead-on-linux-7-e3bcbf"
"apple-computer","mac-news-business-is-apple-prepared-for-727ea9"
"apple-computer","mac-news-computers-us-army-drafts-apple-c2f6f9"
"apple-computer","mac-news-enterprise-systems-apple-s-ente-59fab0"
"apple-computer","mac-news-science-the-science-of-this-yea-bb35b4"
"apple-computer","mac-os-vs--linux-who-s-2-the-mac-observe-34e63d"
"apple-computer","macdailynews-analyst-apple-will-have-pro-54defe"
"apple-computer","macsimum-news-comparing-the-mac-os-and-l-26c31a"
"apple-computer","music-tv-central-to-dell-consumer-push-m-57e733"
"apple-computer","nti-12-client-server-goals-1993-15a519"
"apple-computer","nti-3-pc-and-ws-1993-17d49b"
"apple-computer","nti-4-nextgen-os-timing-1993-a45049"
"apple-computer","power-macs-won-t-hit-3ghz-this-year-anal-73ad0f"
"apple-computer","svbi-apple-xserve-kastner-2002-05-17-1398db"
"apple-computer","technology-news-hardware-amd-beats-apple-5399ec"
"apple-computer","technology-news-hardware-apple-s-power-m-91980c"
"apple-inc","mac-news-business-apple-intel-marriage-m-d0a5d8"
"apple-inc","marketwatch-weeks-top-apr17-2003-intel-k-429978"
"apple-inc","pc-style-living-room-macobserver-seward-97ed83"
"apple-inc","tiger-responds-security-warnings-eweek-b-95c721"
"apple-inc","usatoday-maney-mac-or-pc-windows-securit-b45d45"
"apple-inc","usatoday-reuters-pc-music-deals-gateway--b3a303"
"apple-inc","year-in-macs-part-one-macworld-dalrymple-dd247c"
"aprisma-management","1997-cabletron--discovering-the-beacon-u-2d44d5"
"arbor-software","aberdeen-1995-data-warehouse-olap"
"arbor-software","aberdeen-1996-khalix-financial-awareness-competitive-advantage"
"arbor-software","cab199-1-2-0cb163"
"arbor-software","dssune~1-cbf6e3"
"arch-currid","sia-compaq-vows-support-himalaya-post-hp-21421a"
"ariba","1998-internet-procurement-cdc4a6"
"ariba","2000-oracle-the-e-business-supply-chain-meeting-cu-r-re-1a72ef"
"ariba","2001-sap-the-once-and-future-king-fe2827"
"ariba","oracle-wp-prod-6-a42b4b"
"ariba","oracleroiwhitepaperprod-7-bcf73f"
"ariba-technologies","dollars-and-sense-b2b-ec-eb8c9d"
"arizona-state-university","data-warehouse-2-years-later-cause-1994-721bb1"
"arlene-larsen","volume-1-ch01-waiting-for-automation-1960-1969"
"arthur-andersen","1997-the-ec-company-not-your-father-s-edi-c1ebff"
"arthur-andersen","aberdeen-1997-acceleratedsap-strategy"
"arthur-andersen-vln","1999-e-learning-in-the-enterprise-psk-d0fc8a"
"arthur-d-little","adl-commercial-engagements-kastner-1972-1979-b8b001"
"arthur-d-little","kastner-technology-breadth-memoir-2026"
"arthur-d-little","management-skills-learned-1969-3e75d0"
"arthur-d-little","psk-bio2004-939357"
"arthur-d-little","psk-bio97-475934"
"arthur-d-little","psk-ibmbio-fde139"
"arthur-d-little","translating-early-skills-and-experiences-15bb2d"
"arthur-d-little","volume-1-appendix-career-timeline"
"arthur-d-little","volume-1-ch03-physics-of-consulting-1972-1979"
"arthur-d-little","volume-1-ch04-prime-computer-1979-1981"
"arthur-d-little","volume-1-ch09-expert-witness-technology-on-trial-1992-2015"
"arthur-d-little-systems","adl-public-safety-911-cad-systems-1973-1979-b8a001"
"arthur-d-little-systems","volume-1-about-the-author"
"arthur-d-little-systems","volume-1-ch02-physics-of-the-machine-1969-1972"
"arthur-d-little-systems","volume-1-ch03-physics-of-consulting-1972-1979"
"ascend-communications","1997-bay-networks--concentrating-on-remo-06bdd8"
"ascend-communications","aberdeen-1996-ciscos-access-business-unit-crystallizes-vision"
"ascend-communications","aberdeen-1996-remote-access-cisco-untold-story"
"ascend-communications","volume-1-ch05-stratus-fault-tolerant-wars-1981-1987"
"ascendant-omnigy","2001-fletcher-spaght-3bb872"
"astea-international","cispra~1-23a333"
"atheros-communications","2002-802-11a-b-wireless-comes-of-age-6a071d"
"ati-technologies","2003-sars-electronics-supply-chain-ec0375"
"ati-technologies","dct-kastner-wish-list-2002-12"
"ati-technologies","dct-supplier-list-2002"
"ati-technologies","dct-video-market-segmentation-2002"
"atlanta-olympics-1996","aberdeen-1996-year-2000-transition-opportunity-reconstruction"
"att","aberdeen-1996-open-market-web-based-commerce"
"att-corp","att-worldmark-wsj-ad-aberdeen-quote-1995-ec56fb"
"att-corp","ncr-3000-cabinet-engineering-diagram-199-fa564f"
"att-corp","ncr-att-wsj-massively-parallel-processin-f1f0a8"
"att-corp","oracle-att-ncr-customer-driven-seminar-t-b9f539"
"att-corp","oracle-att-ncr-pittsburgh-seminar-letter-98b0a4"
"att-gis","aberdeen-1996-ncr-fail-safe-enterprise-nt"
"att-gis","ibm-rs6000-midran~1-88f049"
"att-gis-ncr","aberdeen-1996-risc-unix-market"
"att-solutions","1998-network-integration-services-report-f75108"
"attunity","aberdeen-eii-2003-ea3f1a"
"audi-ag","technology-news-hardware-intel-updates-i-a018d7"
"auguste-richard-analyst","tech-investor-is-sars-sickening-tech-apr-850937"
"aurora-co-police-department","adl-public-safety-911-cad-systems-1973-1979-b8a001"
"aurum-software","1997-cis-report-ba825e"
"auspex-systems","aberdeen-1996-network-appliance-data-appliances"
"avanade-inc","psbj-meisner-microsoft-consulting-acquis-7b85c8"
"avantgo","dct-kastner-wish-list-2002-12"
"avermedia","dct-video-market-segmentation-2002"
"axcelerant","goremote-profile-5-2a-8fa814"
"axiom8","aberdeen-workshop-qualifying-questions-and-success-stories-2001-b6a001"
"baan","2003-aberdeen-group-free-research-aberdeen-insights-1-968e18"
"baan","aberdeen-1997-aberdeen-group-impacts"
"baan","dbmspr~1-7c854e"
"baan","decision-maker-erp-services-805ce8"
"baan","oracle-appsworld-insight-edit-4-813c2e"
"baan-company","aberdeen-1996-baan-changes-rules-erp-game"
"baan-company","erppsp~1-31f088"
"baan-company","erpv2p~1-b15573"
"baan-corporation","1997-vertical-industry-solutions-baan-leads-in-innovati-f12724"
"bank-one","omnibox97-53bcfe"
"banyan-systems","1999-aberdeengroup-newsletter-april-1999-d157ec"
"banyan-systems","aberdeen-1995-commercial-messaging"
"banyan-systems","aberdeen-1996-ibm-os2-warp-server"
"banyan-systems","nti-12-client-server-goals-1993-15a519"
"banyan-systems","nti-2-open-systems-1dd3af"
"bapco","bapco-sysmark-2012-benchmark-post-a40084"
"bapern","adl-public-safety-911-cad-systems-1973-1979-b8a001"
"barbara-kruesi","adl-commercial-engagements-kastner-1972-1979-b8b001"
"bay-networks","1997-bay-networks--concentrating-on-remo-06bdd8"
"bay-networks","1997-bay-networks--switch-node-routing-s-4d9885"
"bay-networks","aberdeen-1997-aberdeen-group-impacts"
"bay-networks","networ~1-96462b"
"bdo-seidman","volume-1-ch08-aberdeen-go-go-years-1998-2006"
"bea-systems","aberdeen-eii-2003-ea3f1a"
"bea-systems","esb-0617-5cc5fa"
"bea-systems","middle~1-a64fa0"
"bea-systems","volume-1-ch08-aberdeen-go-go-years-1998-2006"
"bell-atlantic","teleco~1-c01702"
"bell-atlantic-network-integration","1998-network-integration-services-report-f75108"
"beneficial-life","oracle-wp-prod-6-a42b4b"
"beneficial-life","oracleroiwhitepaperprod-7-bcf73f"
"bernie-bradstreet","volume-1-ch04-prime-computer-1979-1981"
"best-buy","2002-alternate-consumer-electronics-channels-ppliers-em-b9052b"
"best-buy","dct-access-pc-deals-2002-2003"
"best-buy","dct-dceit-observations-2002-06"
"best-buy","dct-weekly-2003-01-12"
"best-buy","dct-weekly-2003-01-19"
"best-buy","dct-weekly-2003-01-26"
"best-buy","dct-weekly-2003-03-02"
"best-buy","dct-weekly-2003-03-09"
"best-buy","dct-weekly-2003-03-16"
"best-buy","dct-weekly-2003-03-23"
"best-buy","dct-weekly-2003-04-06"
"best-buy","dct-weekly-2003-04-13"
"best-buy","dct-weekly-2003-04-20"
"best-buy","dct-weekly-2003-05-11"
"best-buy","dct-weekly-2003-05-18"
"best-buy","dct-weekly-2003-06-08"
"best-buy","dct-weekly-2003-06-15"
"best-buy","dct-weekly-2003-06-22"
"best-buy","dct-weekly-2003-07-06"
"best-buy","dct-weekly-2003-07-13"
"best-buy","dct-weekly-2003-07-26"
"best-buy","dct-weekly-2003-08-03"
"best-buy","dct-weekly-2003-08-10"
"best-buy","dct-weekly-2003-08-17"
"best-buy","dct-weekly-2003-08-24"
"best-buy","great-rebate-runaround-businessweek-grow-00f459"
"best-buy","wsj-mcwilliams-private-label-pcs-2002-05-bdab0a"
"better-business-bureau","great-rebate-runaround-businessweek-grow-00f459"
"bill-bulkeley","kastner-technology-breadth-memoir-2026"
"bill-gates","informationweek-tablet-pc-microsoft-kast-72320d"
"bill-gates","tablet-offers-high-risk-high-reward-port-7cf9f8"
"bill-malik","it-budget-realities-benchmark-1b1313"
"bill-ojile","stratus-et1-tp1-tandem-dossier-1986-26871a"
"bill-schrier","novell-and-microsoft-good-for-business-4-59404e"
"bill-steul","dec-mgmt-memo-v7n5-state-of-company-1988-6a9954"
"bill-steul","volume-1-ch06-dec-mainframes-last-stand-1987-1988"
"bill-strecker","dec-mgmt-memo-v7n5-state-of-company-1988-6a9954"
"bill-swanton-amr","esb-soa-fabric-webmethods-techtarget-see-83b233"
"bill-zahavi","dec-zahavi-debit-credit-vaxclusters-1988-1a9e2e"
"bls","2026-kastner-prescience-methodology-demo-0cdf48"
"blue-socket","2002-wireless-lan-security-an-adolescent-market-88de03"
"blyth-software","aberdeen-1996-blyths-ren-architecture-prescription-it-success"
"blyth-software","psk-misc-speech-agendas-5965a3"
"bmc-software","system~1-36ba8c"
"bob-clausen","volume-1-ch04-prime-computer-1979-1981"
"bob-glorioso","dec-mgmt-memo-v7n5-state-of-company-1988-6a9954"
"bob-kolk","phi-legacy-in-wang-labs-runaway-horse-1995-b8e001"
"bob-siegel","phi-legacy-in-wang-labs-runaway-horse-1995-b8e001"
"boeing","aberdeen-1996-baan-changes-rules-erp-game"
"boldfish","aberdeen-workshop-qualifying-questions-and-success-stories-2001-b6a001"
"borland-inprise","develo~1-d25652"
"borland-inprise","intern~1-45df51"
"boston-globe","boston-globe-mit-enterprise-forum-kastne-2a3462"
"boston-police-department","adl-public-safety-911-cad-systems-1973-1979-b8a001"
"breakaway-solutions","1999-crm-professional-services-rpt-96bf13"
"bridging-data-technology","1998-y2k-report-f512fb"
"bristol-myers","1997-oracle8-the-database-for-network-computing-674c9d"
"brite-computers","rbj-pc-reseller-slump-psk-2002-07-05-9cb170"
"broadcom","dct-dceit-practice-v6-2002"
"broadcom","sars2-hot-topic-cf91d4"
"broadvision","1997-broadvision-dynamic-web-application-5f10bb"
"broadvision","ecprac~1-a7d0e4"
"broderbund","1997-commerce-exchange-pvp-250db8"
"bruce-chizen","dct-adobe-company-snapshot-2002"
"bryan-lamkin","dct-adobe-company-snapshot-2002"
"bsa","dell-ars-wp-2-72fd7f"
"btrieve-technologies","aberdeen-1996-ibm-os2-warp-server"
"bull","1992-tpc-benchmarks-vp-ed0e0d"
"bull","aberdeen-1996-risc-unix-market"
"bull","aberdeen-dops-tpc-1992-deck-bbe78e"
"bull","tpc2-92-c2a45c"
"bull-hn-international","bull1990-d-c-benchmarks-8b5d9c"
"business-objects","1997-oracle-data-mart-suite-for-nt-926845"
"business-objects","aberdeen-1995-data-warehouse-olap"
"business-objects","aberdeen-1995-intersolv-virtual-data-warehouse"
"business-objects","aberdeen-1996-iq-software-www-reporting"
"business-objects","aberdeen-eii-2003-ea3f1a"
"businessweek","2003-crm-redux-we-told-you-so-b4b0c1"
"ca-cro","2002-ca-does-the-right-thing-customers-say-cro-rocks-1fc1d7"
"ca-technologies","aberdeen-1996-ibm-tivoli"
"cable-companies","2002-cable-and-telco-companies-battle-for-home-internet-2baa0b"
"cabletron-systems","1997-cabletron--discovering-the-beacon-u-2d44d5"
"cabletron-systems","1997-cabletron-and-ipsilon--linking-secu-adba48"
"cabletron-systems","aberdeen-1997-aberdeen-group-impacts"
"cabletron-systems","system~1-36ba8c"
"caldera","2000-linux-multi-client-study-29e6cf"
"california-legislature","make-claiming-rebates-easier-for-consume-9f1dc6"
"cambridge-technology-partners","1998-nt-professional-services-buying-guide-1998-edition-14e452"
"cambridge-technology-partners","1999-crm-professional-services-rpt-96bf13"
"cambridge-technology-partners","ecpspr~1-4968bf"
"cambridge-technology-partners","erppsp~1-31f088"
"cambridge-technology-partners","ntpspr~1-728dc3"
"candle-corporation","system~1-36ba8c"
"cap-gemini","1999-crm-professional-services-rpt-96bf13"
"cap-gemini-america","1998-y2k-report-f512fb"
"cape-clear","esb-in-soa-e002b7"
"carlos-borgialli","dectp-genspark-research2-4-a09a82"
"carly-fiorina","2001-hp-cpq-merger-collection-edbca1"
"carly-fiorina","dct-hp-compaq-pcs-insight-2001-09"
"carly-fiorina","processor-editorial-article-one-powerhou-aa3f6c"
"caroline-s-kastner","dct-about-weekly-pc-deals-2002"
"caroline-s-kastner","dct-dceit-observations-2002-06"
"carreckers","oracle-wp-prod-6-a42b4b"
"catalyst-international","ie-appendix-jones-wms-memo-2e5d6c"
"caterpillar-financial","informationweek-videoconferencing-boost--b62ff4"
"caterpillar-inc","informationweek-videoconferencing-boost--b62ff4"
"cause-organization","data-warehouse-2-years-later-cause-1994-721bb1"
"cdnow","1999-aberdeengroup-newsletter-april-1999-d157ec"
"cellnet-data-systems","utilities-transformed-it-696ffb"
"centrum-communications","aberdeen-1997-3com-accelerates-remote-access-market"
"cerner-corporation","health~1-056358"
"cert-cc","2002-open-source-and-linux-2002-poster-children-for-sec-587674"
"cert-cc","topic-iia-pc-management-best-practices-2003-10"
"chad-robinson","processor-editorial-article-much-in-stor-660f27"
"changepoint-corporation","1999-professional-services-automation-rpt-10e22b"
"charles-geschke","dct-adobe-company-snapshot-2002"
"charles-le-grand","topic-iia-pc-management-best-practices-2003-10"
"charles-t-casale","aberdeen-press-advisory-kastner-appointm-efd58c"
"charles-t-casale","charles-t-casale-influence-cdfb3f"
"charles-t-casale","volume-1-about-the-author"
"charles-t-casale","volume-1-ch07-founding-aberdeen-1988-1997"
"charles-wang","on-computers-tips-40th-anniversary-of-th-ee9cc5"
"chase-manhattan","management-skills-learned-1969-3e75d0"
"chase-manhattan-bank","adl-commercial-engagements-kastner-1972-1979-b8b001"
"chase-manhattan-bank","volume-1-about-the-author"
"chase-manhattan-bank","volume-1-appendix-career-timeline"
"chase-manhattan-bank","volume-1-ch03-physics-of-consulting-1972-1979"
"chase-manhattan-bank","volume-1-epilogue-argument-with-reality"
"chase-manhattan-bank","volume-1-introduction-physics-of-the-machine"
"check-point-software","securi~1-3e7ced"
"china-electronics-mfg","electronic-news-videoconferencing-sars-c-044642"
"china-prc","internetnews-will-sars-infect-high-tech--8569ea"
"china-prc","tighten-disease-tracking-sars-latimes-20-0568b4"
"china-standard-software","comdex-2003-sun-aggressive-seattletimes--9ca4dd"
"chris-martins","aberdeen-productization-pricing-and-survey-research-program-2000-b7b001"
"christopher-date","volume-1-ch06-dec-mainframes-last-stand-1987-1988"
"christopher-fletcher","2001-fletcher-spaght-3bb872"
"chuck-casale","volume-1-ch04-prime-computer-1979-1981"
"chuck-mulloy","peter-kastner-10-bde195"
"chuck-thacker","informationweek-tablet-pc-microsoft-kast-72320d"
